Metadata_CellLine	Metadata_Condition	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_Nuclei_Site_Count	UMAP0	UMAP1
293T	untreated	slide4	B4	M20	599	-2.9063654	2.1463163
786O	TMEM259 kd6	slide4	A4	M35	190	1.6514369	1.3989645
293T	untreated	slide4	B4	M60	979	-2.0174217	1.0027473
293T	untreated	slide4	B4	M5	865	-2.0878193	3.8708835
786O	SARNP kd9	slide4	A3	M16	21	2.4363883	1.5035594
293T	untreated	slide4	B4	M12	858	-2.3102965	-0.91885805
786O	TMEM259 kd5	slide4	B3	M13	136	2.3937953	0.4658309
786O	SARNP kd9	slide4	A3	M28	84	3.3770933	2.625927
293T	untreated	slide4	B4	M41	709	-2.3158007	0.40232313
786O	SARNP kd3	slide4	B2	M57	74	-1.1661876	4.275276
786O	TMEM259 kd6	slide4	A4	M54	188	1.846255	2.5393343
786O	DDX39A kd1	slide4	B1	M20	213	4.51613	-0.44608226
293T	untreated	slide4	B4	M22	795	-1.306061	4.116047
786O	TMEM259 kd6	slide4	A4	M21	237	2.7803876	3.7680516
786O	DDX39A kd4	slide4	A2	M45	147	2.2168202	0.78345644
293T	untreated	slide4	B4	M9	856	-0.46084937	7.596643
786O	DDX39A kd1	slide4	B1	M27	198	4.205215	3.6825738
293T	untreated	slide4	B4	M57	106	-0.33518976	2.4737296
293T	untreated	slide4	B4	M21	788	-2.356807	0.39655477
786O	DDX39A kd1	slide4	B1	M21	207	2.3377886	0.9070769
293T	untreated	slide4	B4	M39	658	-1.3330287	7.26829
293T	untreated	slide4	B4	M61	769	-0.03117859	1.292096
786O	SARNP kd3	slide4	B2	M19	235	2.742334	0.029010246
786O	DDX39A kd4	slide4	A2	M37	96	3.5741827	2.6273975
786O	SARNP kd3	slide4	B2	M39	142	4.235658	2.6575046
786O	TMEM259 kd5	slide4	B3	M21	247	3.1751814	1.2636509
293T	untreated	slide4	B4	M13	726	-0.5433181	3.2848818
293T	untreated	slide4	B4	M38	697	0.13488784	2.288695
786O	SARNP kd3	slide4	B2	M27	196	2.659842	-0.28250274
293T	untreated	slide4	B4	M18	495	-0.25698736	8.119787
293T	untreated	slide4	B4	M15	435	-3.612624	2.779804
786O	TMEM259 kd6	slide4	A4	M42	144	0.22684622	7.5210576
293T	untreated	slide4	B4	M48	160	-0.2352694	-0.78642374
293T	untreated	slide4	B4	M4	684	-0.2818912	0.75401986
293T	untreated	slide4	B4	M37	360	-2.9311945	-0.7835016
293T	untreated	slide4	B4	M60	979	-1.1670805	-0.4557883
786O	TMEM259 kd5	slide4	B3	M13	136	2.5122435	2.5764534
786O	SARNP kd9	slide4	A3	M14	50	5.7426624	1.6657039
786O	SARNP kd3	slide4	B2	M29	192	1.6039869	2.7769773
786O	DDX39A kd1	slide4	B1	M27	198	2.2460718	0.20818898
293T	untreated	slide4	B4	M50	167	1.7063777	1.0082781
786O	TMEM259 kd6	slide4	A4	M29	247	2.4810216	1.3026986
786O	SARNP kd3	slide4	B2	M45	113	4.0341783	3.5801103
786O	DDX39A kd4	slide4	A2	M35	112	3.4052896	0.4786733
786O	TMEM259 kd5	slide4	B3	M38	197	2.0835826	-0.09597986
786O	TMEM259 kd5	slide4	B3	M45	136	2.316348	-0.363944
293T	untreated	slide4	B4	M49	144	-1.0892272	0.56175816
293T	untreated	slide4	B4	M8	99	-1.7147248	-1.0578891
786O	TMEM259 kd5	slide4	B3	M29	214	1.5014518	2.0165
293T	untreated	slide4	B4	M56	751	-1.6808696	4.1369133
293T	untreated	slide4	B4	M34	398	-1.866667	0.02288127
293T	untreated	slide4	B4	M24	715	-2.7578752	-0.8717065
293T	untreated	slide4	B4	M2	600	-1.8106009	0.123747945
293T	untreated	slide4	B4	M28	458	-3.271244	2.562142
786O	TMEM259 kd6	slide4	A4	M27	190	2.343048	-0.1330647
786O	DDX39A kd1	slide4	B1	M28	247	3.2421439	3.9349902
293T	untreated	slide4	B4	M26	678	-1.0265313	-0.5224458
786O	TMEM259 kd5	slide4	B3	M9	43	4.318179	1.7136238
293T	untreated	slide4	B4	M48	160	-1.3804975	-0.17125401
786O	DDX39A kd4	slide4	A2	M28	105	5.664408	2.469754
786O	TMEM259 kd6	slide4	A4	M21	237	1.54451	0.32013714
786O	TMEM259 kd6	slide4	A4	M38	200	2.860926	-0.68156224
786O	TMEM259 kd6	slide4	A4	M12	62	3.561367	3.833133
293T	untreated	slide4	B4	M13	726	-1.0696373	8.113442
786O	NTC	slide4	A1	M25	59	2.1232464	-0.098531306
786O	SARNP kd9	slide4	A3	M35	93	0.5663863	7.7275476
786O	TMEM259 kd6	slide4	A4	M27	190	4.6063485	1.3351121
293T	untreated	slide4	B4	M22	795	-3.9100125	0.32519898
786O	TMEM259 kd5	slide4	B3	M53	128	1.7531508	0.10049716
786O	TMEM259 kd6	slide4	A4	M21	237	3.4668136	3.5223606
786O	SARNP kd3	slide4	B2	M28	222	3.029459	3.8467693
786O	TMEM259 kd5	slide4	B3	M29	214	1.8027011	-0.046224568
786O	TMEM259 kd6	slide4	A4	M39	186	2.7630582	1.9132369
293T	untreated	slide4	B4	M22	795	-0.014535603	2.3971734
293T	untreated	slide4	B4	M40	744	-3.7591472	1.5690038
786O	SARNP kd9	slide4	A3	M21	62	3.7704897	1.3418449
293T	untreated	slide4	B4	M60	979	-1.7286246	3.1189814
293T	untreated	slide4	B4	M11	1034	-2.040986	-0.56401396
786O	TMEM259 kd6	slide4	A4	M50	93	5.4550395	1.8165203
786O	DDX39A kd4	slide4	A2	M29	161	4.810723	3.0063436
786O	TMEM259 kd5	slide4	B3	M21	247	-1.2658774	3.8303647
293T	untreated	slide4	B4	M31	365	-1.4613523	-0.59017015
293T	untreated	slide4	B4	M12	858	-1.8025286	2.4923959
293T	untreated	slide4	B4	M53	474	-1.4422002	2.8566012
786O	SARNP kd3	slide4	B2	M38	155	1.5328921	2.8252904
293T	untreated	slide4	B4	M7	571	-2.5009158	0.62821966
293T	untreated	slide4	B4	M44	463	1.1930538	0.31913924
786O	SARNP kd3	slide4	B2	M27	196	3.3898857	0.11197734
293T	untreated	slide4	B4	M55	790	-2.9779615	1.2459686
786O	DDX39A kd1	slide4	B1	M34	86	4.806395	3.3211792
293T	untreated	slide4	B4	M5	865	-3.2679052	3.2290587
293T	untreated	slide4	B4	M33	223	0.05840656	1.015335
293T	untreated	slide4	B4	M26	678	-3.5664725	0.65469855
786O	SARNP kd9	slide4	A3	M60	51	3.348994	0.7453182
293T	untreated	slide4	B4	M20	599	-2.1199057	-0.27974743
293T	untreated	slide4	B4	M43	517	-1.5744426	1.9801779
293T	untreated	slide4	B4	M2	600	-3.3927438	1.4776342
293T	untreated	slide4	B4	M41	709	-1.6373556	3.7822464
786O	NTC	slide4	A1	M52	84	1.7442523	1.5629498
786O	DDX39A kd1	slide4	B1	M32	48	4.3049927	-0.2883786
293T	untreated	slide4	B4	M12	858	-2.6155605	1.0739956
786O	TMEM259 kd6	slide4	A4	M46	182	3.2152722	2.9918253
293T	untreated	slide4	B4	M21	788	-3.5184047	0.58259565
293T	untreated	slide4	B4	M27	549	-2.9018185	2.8311915
293T	untreated	slide4	B4	M7	571	-2.1713479	1.7173617
786O	SARNP kd9	slide4	A3	M52	53	2.6620967	1.4921594
786O	SARNP kd3	slide4	B2	M22	134	2.5179164	3.350669
786O	SARNP kd3	slide4	B2	M53	76	5.9149003	1.8370743
786O	DDX39A kd1	slide4	B1	M21	207	2.6114552	0.09982563
293T	untreated	slide4	B4	M6	840	-1.4690827	3.9229608
293T	untreated	slide4	B4	M60	979	-2.759954	3.2456322
293T	untreated	slide4	B4	M21	788	-0.016262317	1.1677419
293T	untreated	slide4	B4	M35	368	-1.9632231	1.9149404
786O	TMEM259 kd5	slide4	B3	M13	136	3.815676	-0.36150387
786O	TMEM259 kd5	slide4	B3	M3	22	6.1452127	1.6481655
293T	untreated	slide4	B4	M12	858	-0.091194876	7.9559135
293T	untreated	slide4	B4	M60	979	-3.1880972	-0.40776107
786O	DDX39A kd1	slide4	B1	M36	163	3.1666644	2.9629984
293T	untreated	slide4	B4	M40	744	-2.1264918	3.8854682
786O	SARNP kd3	slide4	B2	M27	196	4.3931503	-0.7314021
786O	TMEM259 kd5	slide4	B3	M20	218	3.488063	2.9954493
293T	untreated	slide4	B4	M22	795	-2.9601634	1.7146786
786O	SARNP kd9	slide4	A3	M62	57	14.199962	-0.3913214
293T	untreated	slide4	B4	M11	1034	-0.9366577	-0.39952582
786O	SARNP kd9	slide4	A3	M19	95	4.963871	1.7927521
786O	TMEM259 kd6	slide4	A4	M30	204	4.215309	2.8915224
786O	DDX39A kd1	slide4	B1	M21	207	6.2258444	1.6597533
786O	SARNP kd3	slide4	B2	M20	167	3.5985544	3.886712
786O	SARNP kd3	slide4	B2	M46	76	2.0559754	2.3874347
786O	SARNP kd9	slide4	A3	M35	93	4.56433	2.2064712
786O	SARNP kd3	slide4	B2	M38	155	3.0167348	1.9180354
293T	untreated	slide4	B4	M11	1034	-1.880223	3.730778
293T	untreated	slide4	B4	M24	715	-3.4159153	1.2520951
786O	TMEM259 kd6	slide4	A4	M45	231	3.1522923	2.8024788
293T	untreated	slide4	B4	M23	932	-2.9776092	-0.17496173
293T	untreated	slide4	B4	M61	769	-3.480989	3.0845454
786O	TMEM259 kd6	slide4	A4	M29	247	3.1959755	2.8169575
293T	untreated	slide4	B4	M5	865	-1.6096582	-0.645158
786O	SARNP kd3	slide4	B2	M21	208	4.524899	0.31775996
293T	untreated	slide4	B4	M14	600	-0.97722334	0.15150288
293T	untreated	slide4	B4	M22	795	-3.8661156	1.7797195
786O	DDX39A kd4	slide4	A2	M27	83	2.860279	1.4154149
293T	untreated	slide4	B4	M19	463	-3.0531752	1.6430268
293T	untreated	slide4	B4	M55	790	-3.3859105	2.479768
786O	SARNP kd9	slide4	A3	M34	90	3.8205016	1.2796874
293T	untreated	slide4	B4	M7	571	-1.5226266	3.6293087
786O	TMEM259 kd5	slide4	B3	M27	206	2.9086556	2.0973163
293T	untreated	slide4	B4	M40	744	-0.90547746	3.7432783
786O	TMEM259 kd6	slide4	A4	M43	190	3.0902703	3.6666539
293T	untreated	slide4	B4	M59	345	-3.116362	2.4606993
293T	untreated	slide4	B4	M3	650	-3.6777887	0.4104504
293T	untreated	slide4	B4	M13	726	-3.9659579	0.67833716
786O	SARNP kd3	slide4	B2	M29	192	3.3320544	2.0825825
293T	untreated	slide4	B4	M40	744	-2.0211473	0.5827874
786O	TMEM259 kd5	slide4	B3	M27	206	3.617913	2.2663867
293T	untreated	slide4	B4	M39	658	-1.110126	3.8429487
293T	untreated	slide4	B4	M55	790	-0.41191941	2.2631328
293T	untreated	slide4	B4	M61	769	-2.765771	0.3886113
293T	untreated	slide4	B4	M26	678	-0.95992905	-0.6553779
786O	TMEM259 kd6	slide4	A4	M35	190	2.1069834	1.387693
293T	untreated	slide4	B4	M52	440	-2.627714	2.0599527
293T	untreated	slide4	B4	M33	223	-0.47255224	0.971039
293T	untreated	slide4	B4	M10	867	-3.5520458	1.9408036
786O	TMEM259 kd6	slide4	A4	M21	237	4.142123	3.7363257
293T	untreated	slide4	B4	M3	650	-2.074659	-0.11684685
786O	SARNP kd3	slide4	B2	M37	198	4.0878634	-0.68126625
293T	untreated	slide4	B4	M34	398	4.147351	-0.89399934
293T	untreated	slide4	B4	M4	684	-3.317019	-0.14361139
786O	SARNP kd3	slide4	B2	M28	222	1.6591247	2.2441792
293T	untreated	slide4	B4	M23	932	-0.5119123	2.1208344
293T	untreated	slide4	B4	M60	979	-3.7988412	2.3653378
293T	untreated	slide4	B4	M62	553	-1.671169	0.14414516
293T	untreated	slide4	B4	M13	726	-1.4767966	-0.89563054
786O	SARNP kd3	slide4	B2	M21	208	1.1078858	0.8398395
293T	untreated	slide4	B4	M26	678	-2.5179493	2.35324
786O	NTC	slide4	A1	M54	82	2.9051108	0.37627742
786O	NTC	slide4	A1	M6	55	2.4824107	3.7298818
293T	untreated	slide4	B4	M22	795	-2.0080192	3.6903768
786O	TMEM259 kd5	slide4	B3	M51	111	1.8371017	1.9454048
786O	TMEM259 kd5	slide4	B3	M6	35	4.6032686	2.8703854
293T	untreated	slide4	B4	M3	650	-3.733398	0.20860241
293T	untreated	slide4	B4	M60	979	-0.73184067	-1.2197789
293T	untreated	slide4	B4	M24	715	-1.441841	-1.0139636
293T	untreated	slide4	B4	M13	726	-3.6700823	1.2364609
293T	untreated	slide4	B4	M23	932	-2.6750247	2.2326944
786O	TMEM259 kd6	slide4	A4	M52	221	1.8927262	2.3822393
786O	SARNP kd9	slide4	A3	M7	60	6.5141797	1.0526468
786O	TMEM259 kd6	slide4	A4	M45	231	4.259161	0.22465055
293T	untreated	slide4	B4	M62	553	-1.3585184	2.5205088
786O	TMEM259 kd6	slide4	A4	M44	244	1.4658822	1.850725
786O	TMEM259 kd6	slide4	A4	M45	231	5.7147365	0.05825124
293T	untreated	slide4	B4	M12	858	-1.9108943	0.23655544
786O	TMEM259 kd5	slide4	B3	M36	150	4.8813586	3.4491558
293T	untreated	slide4	B4	M11	1034	-4.1772747	1.5039952
293T	untreated	slide4	B4	M21	788	-4.071069	0.9625341
786O	SARNP kd3	slide4	B2	M28	222	1.9047316	0.8647645
293T	untreated	slide4	B4	M47	271	3.392176	3.8249838
293T	untreated	slide4	B4	M33	223	5.0128765	-0.22848608
786O	SARNP kd3	slide4	B2	M42	117	-2.601031	-0.9484663
786O	TMEM259 kd6	slide4	A4	M30	204	4.540377	2.7261481
786O	DDX39A kd4	slide4	A2	M16	97	3.3083794	2.96524
786O	TMEM259 kd6	slide4	A4	M27	190	1.6142529	0.3157385
786O	SARNP kd9	slide4	A3	M62	57	4.4753714	3.3375816
293T	untreated	slide4	B4	M47	271	-1.631646	2.1459827
293T	untreated	slide4	B4	M5	865	-2.9384928	1.5902351
293T	untreated	slide4	B4	M13	726	-0.2949728	2.7007964
293T	untreated	slide4	B4	M26	678	-2.5427506	2.8078191
786O	SARNP kd3	slide4	B2	M19	235	2.065009	0.591332
293T	untreated	slide4	B4	M6	840	-1.677191	4.177711
293T	untreated	slide4	B4	M56	751	-2.8322766	2.868348
786O	NTC	slide4	A1	M43	180	2.4736354	3.0008464
293T	untreated	slide4	B4	M9	856	-3.4890735	-0.2089265
293T	untreated	slide4	B4	M40	744	-0.43996254	0.90887356
786O	TMEM259 kd5	slide4	B3	M52	148	3.7746117	2.752383
786O	DDX39A kd4	slide4	A2	M48	45	5.8331385	1.0413102
786O	TMEM259 kd5	slide4	B3	M36	150	2.4765162	0.55941135
786O	NTC	slide4	A1	M16	122	1.6376084	2.3510818
293T	untreated	slide4	B4	M39	658	-0.435949	1.2215294
786O	DDX39A kd4	slide4	A2	M36	122	4.6759048	3.0878854
293T	untreated	slide4	B4	M33	223	-0.8509259	-0.48291737
786O	DDX39A kd1	slide4	B1	M44	146	5.7711987	0.7984719
786O	SARNP kd9	slide4	A3	M59	71	3.3955646	1.2851112
293T	untreated	slide4	B4	M6	840	-2.0310638	4.093194
293T	untreated	slide4	B4	M32	153	-2.7856743	0.35247648
293T	untreated	slide4	B4	M5	865	-2.6880138	0.482779
786O	TMEM259 kd6	slide4	A4	M54	188	3.8870087	3.72345
786O	DDX39A kd4	slide4	A2	M46	130	5.64997	2.3348117
293T	untreated	slide4	B4	M22	795	-1.7825601	0.16490707
786O	SARNP kd3	slide4	B2	M41	40	-0.5137129	4.060203
293T	untreated	slide4	B4	M30	330	-1.3893555	-0.2943858
293T	untreated	slide4	B4	M10	867	-1.0903788	3.1858306
786O	TMEM259 kd6	slide4	A4	M43	190	3.411987	-0.27590376
786O	TMEM259 kd5	slide4	B3	M38	197	1.5555428	2.189169
786O	DDX39A kd4	slide4	A2	M4	77	4.3921237	3.0560217
293T	untreated	slide4	B4	M55	790	-1.0187206	-1.159037
293T	untreated	slide4	B4	M1	488	-2.6390998	0.30746824
786O	TMEM259 kd6	slide4	A4	M20	205	2.8338587	1.528221
293T	untreated	slide4	B4	M39	658	-3.63495	2.270623
786O	TMEM259 kd5	slide4	B3	M25	78	1.870678	1.997308
786O	SARNP kd9	slide4	A3	M15	61	0.38206553	7.67822
786O	DDX39A kd4	slide4	A2	M16	97	2.8513725	1.2764627
786O	SARNP kd9	slide4	A3	M52	53	5.875512	1.111285
293T	untreated	slide4	B4	M61	769	-3.9901783	2.48028
786O	TMEM259 kd6	slide4	A4	M4	53	4.2963614	3.7750516
293T	untreated	slide4	B4	M16	236	-1.5811822	-0.53445953
293T	untreated	slide4	B4	M4	684	-2.9390593	2.5276139
786O	SARNP kd3	slide4	B2	M27	196	1.8264595	2.3703048
293T	untreated	slide4	B4	M22	795	-2.5056534	2.989886
786O	TMEM259 kd5	slide4	B3	M39	199	2.2920752	2.5691066
786O	TMEM259 kd6	slide4	A4	M22	158	3.7339866	0.2999598
786O	SARNP kd3	slide4	B2	M57	74	-1.4917704	2.1144133
786O	SARNP kd3	slide4	B2	M59	64	3.8592753	1.6240253
293T	untreated	slide4	B4	M30	330	-4.053801	1.3464588
786O	SARNP kd3	slide4	B2	M41	40	2.8500926	2.6996768
293T	untreated	slide4	B4	M21	788	-3.7629087	1.4037068
293T	untreated	slide4	B4	M55	790	-2.0589821	-0.19377722
786O	DDX39A kd1	slide4	B1	M57	73	13.987927	-0.1706138
786O	DDX39A kd4	slide4	A2	M54	57	4.140086	2.5992475
293T	untreated	slide4	B4	M18	495	-2.804278	3.5499842
293T	untreated	slide4	B4	M60	979	0.046985578	1.062602
293T	untreated	slide4	B4	M63	303	-2.0181801	3.3572884
293T	untreated	slide4	B4	M7	571	-0.76639056	3.6424153
786O	SARNP kd9	slide4	A3	M41	51	3.827165	1.2203251
293T	untreated	slide4	B4	M27	549	-0.07542386	1.3788172
293T	untreated	slide4	B4	M27	549	-2.3212936	2.7866256
786O	TMEM259 kd6	slide4	A4	M47	208	1.51858	0.40919453
786O	TMEM259 kd6	slide4	A4	M31	211	3.8295224	3.2075353
786O	SARNP kd3	slide4	B2	M20	167	1.539628	0.79435354
293T	untreated	slide4	B4	M51	259	-2.9563751	2.4505413
293T	untreated	slide4	B4	M9	856	-1.8462024	0.31898025
786O	SARNP kd9	slide4	A3	M16	21	13.981222	-0.1627999
293T	untreated	slide4	B4	M60	979	-2.2234137	-1.0099449
293T	untreated	slide4	B4	M10	867	-3.1696486	0.17810626
786O	DDX39A kd4	slide4	A2	M13	126	4.6765113	-0.72722465
786O	DDX39A kd4	slide4	A2	M49	32	4.1652045	1.1516348
786O	TMEM259 kd5	slide4	B3	M42	164	1.8493493	0.47754076
293T	untreated	slide4	B4	M51	259	-2.965348	1.5165943
786O	SARNP kd9	slide4	A3	M13	51	4.147253	3.153458
293T	untreated	slide4	B4	M55	790	-2.703526	-0.61884415
293T	untreated	slide4	B4	M44	463	-0.07007663	-0.21601523
293T	untreated	slide4	B4	M21	788	-1.2335275	-0.49558005
786O	DDX39A kd1	slide4	B1	M48	46	-0.10158955	7.068452
786O	SARNP kd9	slide4	A3	M26	86	2.5140915	1.3745215
293T	untreated	slide4	B4	M39	658	-2.4270823	3.7427356
786O	DDX39A kd1	slide4	B1	M32	48	5.1277046	1.490421
293T	untreated	slide4	B4	M7	571	-0.20463829	0.690192
293T	untreated	slide4	B4	M62	553	-0.931591	-1.2279565
293T	untreated	slide4	B4	M35	368	-2.5200799	0.88516635
786O	NTC	slide4	A1	M36	103	4.4820385	1.6778477
293T	untreated	slide4	B4	M6	840	-0.5718457	2.1587162
786O	TMEM259 kd5	slide4	B3	M26	208	3.6272175	0.3080321
786O	TMEM259 kd6	slide4	A4	M19	168	4.175996	3.780012
786O	TMEM259 kd6	slide4	A4	M30	204	1.689198	-0.23573002
786O	TMEM259 kd6	slide4	A4	M27	190	3.11967	1.8542947
786O	SARNP kd9	slide4	A3	M33	38	6.643761	1.0593055
293T	untreated	slide4	B4	M35	368	-2.7031505	2.6294093
293T	untreated	slide4	B4	M25	842	-2.5898955	0.43423805
786O	TMEM259 kd6	slide4	A4	M43	190	5.6371665	1.8920431
293T	untreated	slide4	B4	M27	549	-1.9886794	3.6831634
786O	TMEM259 kd6	slide4	A4	M51	178	2.8873997	3.6172926
786O	TMEM259 kd6	slide4	A4	M39	186	2.774312	-0.5710605
786O	TMEM259 kd5	slide4	B3	M50	48	4.019552	1.4162214
293T	untreated	slide4	B4	M12	858	-3.9716957	1.3228724
786O	DDX39A kd4	slide4	A2	M7	82	2.7851727	2.0401247
293T	untreated	slide4	B4	M55	790	-0.968406	0.5843817
786O	SARNP kd3	slide4	B2	M38	155	3.5362444	3.041673
786O	DDX39A kd4	slide4	A2	M10	63	4.3677883	0.7107669
293T	untreated	slide4	B4	M60	979	-1.2383763	8.029346
786O	NTC	slide4	A1	M51	30	2.7527483	-0.6321161
786O	DDX39A kd1	slide4	B1	M47	32	4.8795934	2.842389
786O	TMEM259 kd6	slide4	A4	M55	109	3.4168668	3.6933494
293T	untreated	slide4	B4	M14	600	-3.3364475	0.66716975
786O	DDX39A kd1	slide4	B1	M45	106	2.942386	0.35480312
786O	TMEM259 kd5	slide4	B3	M21	247	2.0398965	2.756186
786O	TMEM259 kd5	slide4	B3	M54	123	1.6094724	2.101582
293T	untreated	slide4	B4	M13	726	-0.8706332	0.10952286
293T	untreated	slide4	B4	M53	474	-1.5480429	-0.32982698
293T	untreated	slide4	B4	M27	549	2.1868396	0.13521874
293T	untreated	slide4	B4	M36	414	-3.204515	3.1193645
293T	untreated	slide4	B4	M51	259	-2.5442283	2.503496
293T	untreated	slide4	B4	M55	790	-3.0415108	3.3540442
786O	DDX39A kd4	slide4	A2	M35	112	1.6363752	2.3428514
786O	DDX39A kd4	slide4	A2	M30	133	2.938613	2.1968594
293T	untreated	slide4	B4	M44	463	-2.8287098	0.25436133
293T	untreated	slide4	B4	M29	411	-1.9651407	2.0589337
786O	SARNP kd9	slide4	A3	M8	61	4.352835	0.9369263
293T	untreated	slide4	B4	M27	549	-2.420723	0.04617411
786O	TMEM259 kd6	slide4	A4	M48	81	3.6685798	3.7442315
293T	untreated	slide4	B4	M48	160	-1.50684	-0.30158237
293T	untreated	slide4	B4	M53	474	-3.301686	1.1232616
293T	untreated	slide4	B4	M17	210	-3.5772874	3.2282155
293T	untreated	slide4	B4	M5	865	-1.1368363	7.5979676
786O	SARNP kd9	slide4	A3	M10	48	4.936166	1.1714972
293T	untreated	slide4	B4	M4	684	-2.4204888	3.7115152
786O	TMEM259 kd5	slide4	B3	M55	140	1.6651003	0.80731297
293T	untreated	slide4	B4	M30	330	-3.4731321	1.2783259
786O	SARNP kd3	slide4	B2	M19	235	1.5982589	3.3098226
786O	TMEM259 kd6	slide4	A4	M26	200	-2.5272756	2.1581821
293T	untreated	slide4	B4	M11	1034	-0.9184703	3.3958936
293T	untreated	slide4	B4	M4	684	0.1832436	-0.7408465
786O	DDX39A kd4	slide4	A2	M20	174	3.0120313	0.58851475
293T	untreated	slide4	B4	M4	684	-0.6320869	-0.8777393
786O	TMEM259 kd5	slide4	B3	M12	38	2.5591204	0.9042951
786O	TMEM259 kd6	slide4	A4	M45	231	6.0421715	0.6119003
293T	untreated	slide4	B4	M13	726	-1.1442434	8.06419
293T	untreated	slide4	B4	M9	856	-1.8960763	0.9323388
293T	untreated	slide4	B4	M32	153	-1.5214262	2.6667924
293T	untreated	slide4	B4	M4	684	-1.0366024	7.888705
786O	SARNP kd9	slide4	A3	M25	55	3.6344862	1.3598136
786O	DDX39A kd4	slide4	A2	M7	82	5.284353	1.9362735
786O	DDX39A kd1	slide4	B1	M21	207	4.2043285	0.5143998
293T	untreated	slide4	B4	M14	600	-2.392039	0.31013235
293T	untreated	slide4	B4	M21	788	-3.386927	1.0927795
293T	untreated	slide4	B4	M54	532	-2.991494	1.5718554
293T	untreated	slide4	B4	M37	360	-1.510131	2.5021384
293T	untreated	slide4	B4	M39	658	-2.3129637	0.026517564
293T	untreated	slide4	B4	M9	856	-2.0820699	-1.069016
293T	untreated	slide4	B4	M11	1034	-0.7068333	-1.2054746
786O	TMEM259 kd5	slide4	B3	M54	123	3.1694698	2.0389159
786O	DDX39A kd1	slide4	B1	M44	146	5.3532505	0.50692946
786O	DDX39A kd4	slide4	A2	M17	40	3.357675	1.2433758
786O	TMEM259 kd5	slide4	B3	M45	136	3.3470511	-0.8535361
293T	untreated	slide4	B4	M9	856	-2.5928195	2.6020558
293T	untreated	slide4	B4	M6	840	-3.317021	3.2748737
293T	untreated	slide4	B4	M61	769	-1.6596549	-0.3138079
293T	untreated	slide4	B4	M45	335	-2.5288308	3.2211652
786O	SARNP kd9	slide4	A3	M19	95	3.4738045	-0.13522632
786O	DDX39A kd1	slide4	B1	M38	180	3.5868459	3.989182
786O	SARNP kd9	slide4	A3	M52	53	5.6269574	1.2040399
293T	untreated	slide4	B4	M27	549	-3.2832892	2.0760674
293T	untreated	slide4	B4	M27	549	-1.6534065	0.13355188
293T	untreated	slide4	B4	M25	842	-3.3645267	2.6182797
786O	DDX39A kd4	slide4	A2	M31	24	4.825913	-0.35977125
786O	DDX39A kd1	slide4	B1	M29	185	3.0487685	1.5370198
786O	NTC	slide4	A1	M43	180	2.5064566	3.671951
293T	untreated	slide4	B4	M60	979	-2.397383	-0.35124877
293T	untreated	slide4	B4	M21	788	-3.7367342	1.9918064
786O	TMEM259 kd6	slide4	A4	M31	211	3.2320516	2.4771028
786O	TMEM259 kd6	slide4	A4	M34	243	2.3645895	3.0687835
293T	untreated	slide4	B4	M43	517	-1.4656495	0.84053314
293T	untreated	slide4	B4	M62	553	-2.1419356	-0.8189433
786O	DDX39A kd4	slide4	A2	M45	147	2.184328	2.093983
786O	SARNP kd3	slide4	B2	M27	196	5.2188816	-0.3397001
293T	untreated	slide4	B4	M43	517	-4.143807	0.57354724
293T	untreated	slide4	B4	M37	360	-2.7633655	3.1423566
293T	untreated	slide4	B4	M54	532	-2.315264	0.45915768
293T	untreated	slide4	B4	M33	223	-2.078941	-0.37099275
293T	untreated	slide4	B4	M42	593	-3.8051686	0.25810605
786O	NTC	slide4	A1	M33	136	3.0907447	-1.1175865
786O	TMEM259 kd5	slide4	B3	M26	208	2.4066753	1.7128466
786O	TMEM259 kd5	slide4	B3	M28	235	1.6382107	2.9887834
786O	TMEM259 kd5	slide4	B3	M35	185	1.6614058	1.9147928
786O	TMEM259 kd6	slide4	A4	M33	67	4.47861	2.663581
786O	DDX39A kd4	slide4	A2	M6	73	2.7727885	0.33179078
293T	untreated	slide4	B4	M5	865	-4.148165	0.93877417
786O	SARNP kd3	slide4	B2	M20	167	1.7812636	1.0174646
293T	untreated	slide4	B4	M21	788	-2.6307828	1.1607244
293T	untreated	slide4	B4	M23	932	-1.2363547	4.256981
293T	untreated	slide4	B4	M11	1034	-2.907293	3.0167189
293T	untreated	slide4	B4	M24	715	-3.0948727	1.0904738
293T	untreated	slide4	B4	M56	751	-0.1885491	2.5544722
786O	SARNP kd3	slide4	B2	M39	142	1.264176	2.3756413
293T	untreated	slide4	B4	M14	600	-2.3165433	4.143131
293T	untreated	slide4	B4	M59	345	-0.1461173	2.2734742
786O	NTC	slide4	A1	M16	122	6.058325	0.74570566
786O	SARNP kd9	slide4	A3	M30	87	2.1431448	0.54709077
293T	untreated	slide4	B4	M61	769	-1.550134	0.24570927
786O	TMEM259 kd5	slide4	B3	M38	197	1.9777554	0.32005343
786O	TMEM259 kd5	slide4	B3	M42	164	4.1524744	2.2317593
293T	untreated	slide4	B4	M45	335	-1.3128177	2.9713812
786O	DDX39A kd1	slide4	B1	M35	89	2.94427	0.64251024
786O	SARNP kd3	slide4	B2	M35	145	2.8460093	-0.69629365
786O	SARNP kd3	slide4	B2	M57	74	3.9554586	-0.5313751
