Metadata_CellLine	Metadata_Condition	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_Nuclei_Site_Count	UMAP0	UMAP1
293T	untreated	slide3	B4	M27	255	-1.3496526	5.635718
293T	untreated	slide3	B4	M28	334	4.425382	5.608373
293T	untreated	slide3	B4	M10	595	-0.36247036	2.477192
786O	ALY kd5	slide3	B1	M42	70	2.8360276	-2.3363063
293T	untreated	slide3	B4	M24	639	0.064149864	3.6856115
786O	SART1 kd4	slide3	B2	M19	104	1.0873429	1.1846936
786O	FIBP kd7	slide3	A4	M35	85	0.38626033	0.7654824
293T	untreated	slide3	B4	M19	519	-2.745944	3.6620991
786O	FIBP kd7	slide3	A4	M39	57	2.41952	-1.9826461
293T	untreated	slide3	B4	M55	685	0.2160387	4.7849045
786O	SART1 kd4	slide3	B2	M30	113	1.5532588	-2.5846016
293T	untreated	slide3	B4	M14	717	-1.6861444	5.757209
293T	untreated	slide3	B4	M12	574	-2.806523	5.479287
293T	untreated	slide3	B4	M54	790	-1.4082636	4.5038934
293T	untreated	slide3	B4	M52	812	-2.8634098	2.8145506
786O	ALY kd5	slide3	B1	M28	130	1.016682	1.5680649
293T	untreated	slide3	B4	M50	716	-1.0024602	9.796973
293T	untreated	slide3	B4	M1	97	-1.3554605	2.3231685
293T	untreated	slide3	B4	M22	538	-1.5290074	4.593233
786O	SART1 kd6	slide3	A3	M37	152	2.9189062	-0.2668813
786O	SART1 kd4	slide3	B2	M29	110	1.4888458	-1.5974153
293T	untreated	slide3	B4	M5	569	-1.0124226	5.4434466
786O	SART1 kd6	slide3	A3	M22	221	2.8655949	-0.9482911
293T	untreated	slide3	B4	M45	544	-0.7953873	5.776764
293T	untreated	slide3	B4	M51	742	3.208711	6.3295403
786O	ALY kd5	slide3	B1	M59	84	2.548471	-2.2802968
293T	untreated	slide3	B4	M59	145	-1.3476009	5.1770477
293T	untreated	slide3	B4	M54	790	-2.898194	5.90791
786O	ALY kd8	slide3	A2	M14	142	1.8387078	-0.9664751
293T	untreated	slide3	B4	M24	639	-2.5487485	6.1772733
786O	ALY kd5	slide3	B1	M56	38	1.4915397	0.648162
786O	SART1 kd4	slide3	B2	M10	42	2.6553464	-1.6925836
786O	FIBP kd6	slide3	B3	M23	143	1.5163337	1.7738882
293T	untreated	slide3	B4	M26	455	-2.8668492	4.5014887
786O	FIBP kd6	slide3	B3	M13	223	0.91487294	-0.15421169
293T	untreated	slide3	B4	M23	379	-1.3156307	4.536435
786O	ALY kd8	slide3	A2	M31	174	2.9962046	-0.42853785
293T	untreated	slide3	B4	M9	570	-3.2520947	4.3273864
293T	untreated	slide3	B4	M20	480	-3.1495702	2.9298704
293T	untreated	slide3	B4	M36	345	-0.5383695	5.220467
293T	untreated	slide3	B4	M19	519	-2.4249067	5.613251
293T	untreated	slide3	B4	M15	569	-1.4483529	3.582243
786O	ALY kd5	slide3	B1	M18	49	1.0969461	-0.7218392
786O	ALY kd5	slide3	B1	M23	77	-0.122914344	0.84210545
786O	SART1 kd4	slide3	B2	M26	104	0.5793336	1.2258563
786O	FIBP kd7	slide3	A4	M12	123	-0.19908398	0.48935097
293T	untreated	slide3	B4	M52	812	-3.1040282	3.5482628
293T	untreated	slide3	B4	M46	422	-0.60792077	6.745273
293T	untreated	slide3	B4	M26	455	-1.2615869	4.009349
293T	untreated	slide3	B4	M48	380	-2.0692813	4.483138
293T	untreated	slide3	B4	M22	538	0.87528807	5.1942873
786O	ALY kd5	slide3	B1	M14	72	1.6648386	-0.9105995
293T	untreated	slide3	B4	M45	544	-1.585592	2.5891757
786O	ALY kd5	slide3	B1	M23	77	2.4578366	0.47744024
293T	untreated	slide3	B4	M11	495	-2.1180987	4.710053
786O	FIBP kd6	slide3	B3	M38	187	3.0698984	-1.0934677
786O	FIBP kd7	slide3	A4	M52	74	1.7568203	-1.8693672
786O	ALY kd8	slide3	A2	M34	196	-0.30406058	1.2422571
786O	FIBP kd6	slide3	B3	M10	51	3.2213695	-1.1913034
293T	untreated	slide3	B4	M14	717	-2.1045818	4.394396
786O	FIBP kd6	slide3	B3	M29	193	0.5821726	1.3831826
293T	untreated	slide3	B4	M53	939	-2.4478357	4.9849715
786O	SART1 kd6	slide3	A3	M28	146	2.1284244	0.73067284
293T	untreated	slide3	B4	M23	379	-1.7600687	5.0373816
786O	ALY kd5	slide3	B1	M30	111	-0.18088426	0.00139211
786O	SART1 kd4	slide3	B2	M19	104	0.6907129	-1.3464546
786O	FIBP kd6	slide3	B3	M30	234	-0.17644876	-0.076033466
786O	NTC	slide3	A1	M39	95	1.1995618	4.574528
293T	untreated	slide3	B4	M52	812	-2.365915	3.8415644
293T	untreated	slide3	B4	M13	733	0.20817566	5.550446
293T	untreated	slide3	B4	M46	422	-2.7273743	2.3897653
786O	ALY kd8	slide3	A2	M47	167	2.4516542	-1.1750758
293T	untreated	slide3	B4	M37	389	-2.4101648	5.9312043
786O	FIBP kd7	slide3	A4	M52	74	-0.43142164	-1.6329044
786O	ALY kd5	slide3	B1	M59	84	1.3980486	0.19068748
786O	SART1 kd6	slide3	A3	M36	101	-0.04259329	-1.5766462
293T	untreated	slide3	B4	M48	380	-0.025909638	6.119534
786O	FIBP kd6	slide3	B3	M11	272	2.5378158	-2.1373372
786O	ALY kd8	slide3	A2	M63	59	1.6356523	-1.2685801
293T	untreated	slide3	B4	M22	538	0.48385432	5.2250376
293T	untreated	slide3	B4	M29	382	0.7932363	2.901799
293T	untreated	slide3	B4	M46	422	0.68966496	4.779756
786O	SART1 kd6	slide3	A3	M20	177	3.177391	-0.83232445
293T	untreated	slide3	B4	M50	716	-0.8997383	9.638118
293T	untreated	slide3	B4	M46	422	-3.0237005	3.1390254
786O	SART1 kd6	slide3	A3	M22	221	0.33442035	-0.23940225
293T	untreated	slide3	B4	M11	495	-0.36865732	5.725927
786O	ALY kd8	slide3	A2	M63	59	2.3468318	1.0061284
293T	untreated	slide3	B4	M4	664	-0.7935264	6.022596
786O	ALY kd8	slide3	A2	M39	189	1.5918362	-1.4361767
786O	ALY kd5	slide3	B1	M12	118	0.65772015	-0.009821049
293T	untreated	slide3	B4	M29	382	0.5218844	5.353918
786O	SART1 kd6	slide3	A3	M20	177	-0.1942578	-1.3334445
786O	SART1 kd4	slide3	B2	M18	93	0.5321465	-0.122722946
293T	untreated	slide3	B4	M11	495	-2.287524	5.5138984
786O	ALY kd8	slide3	A2	M8	47	-0.15353213	-1.1574494
786O	FIBP kd6	slide3	B3	M53	55	8.365872	5.715553
293T	untreated	slide3	B4	M49	477	-2.5098734	5.296175
786O	ALY kd8	slide3	A2	M51	153	1.6240638	0.96806073
786O	FIBP kd7	slide3	A4	M20	152	3.0941315	-1.5532808
786O	FIBP kd6	slide3	B3	M11	272	-1.3474493	0.59890145
786O	ALY kd8	slide3	A2	M27	163	1.4069501	1.5445057
293T	untreated	slide3	B4	M13	733	-3.3227592	4.809731
293T	untreated	slide3	B4	M4	664	0.76219773	3.3323803
786O	FIBP kd6	slide3	B3	M38	187	1.9776936	0.6102986
786O	FIBP kd6	slide3	B3	M53	55	-0.39613175	-2.329602
786O	ALY kd8	slide3	A2	M50	69	2.675745	0.9794266
293T	untreated	slide3	B4	M48	380	0.7451021	3.5015929
293T	untreated	slide3	B4	M15	569	0.10726049	4.50779
293T	untreated	slide3	B4	M56	553	-0.8185625	5.599853
293T	untreated	slide3	B4	M36	345	-1.7790494	3.657254
786O	SART1 kd6	slide3	A3	M30	152	2.5250807	-1.5248108
293T	untreated	slide3	B4	M32	322	-2.0910797	5.541079
293T	untreated	slide3	B4	M50	716	-0.61900663	9.881291
786O	ALY kd8	slide3	A2	M39	189	0.8012192	-3.6946
293T	untreated	slide3	B4	M61	24	-0.84466463	5.7123327
293T	untreated	slide3	B4	M11	495	0.97559613	4.365503
293T	untreated	slide3	B4	M6	518	-2.79999	2.8187785
293T	untreated	slide3	B4	M34	414	-2.5207107	2.8220656
786O	FIBP kd6	slide3	B3	M27	243	2.2155132	1.7230994
293T	untreated	slide3	B4	M9	570	-1.5715269	5.03566
786O	SART1 kd6	slide3	A3	M29	138	0.509413	-1.3526412
786O	ALY kd8	slide3	A2	M50	69	2.9257438	-0.65086293
786O	FIBP kd7	slide3	A4	M35	85	-1.7966604	6.0827093
293T	untreated	slide3	B4	M28	334	-1.075544	3.0760396
293T	untreated	slide3	B4	M42	421	-0.5082328	0.9103933
293T	untreated	slide3	B4	M8	641	-0.84853095	2.8988082
293T	untreated	slide3	B4	M41	385	-3.1395676	3.4946964
786O	SART1 kd4	slide3	B2	M17	72	-0.11546338	-0.10401149
293T	untreated	slide3	B4	M60	42	-0.25214326	5.2815022
786O	ALY kd5	slide3	B1	M38	189	-0.39092213	-0.27890486
786O	FIBP kd7	slide3	A4	M23	85	2.1729193	-1.9221649
293T	untreated	slide3	B4	M54	790	-2.293849	3.1856818
293T	untreated	slide3	B4	M33	409	0.8348338	-2.4204473
293T	untreated	slide3	B4	M33	409	-3.1645513	2.8342774
293T	untreated	slide3	B4	M2	590	-1.4665468	5.840576
786O	FIBP kd6	slide3	B3	M39	170	2.139889	-1.6648608
786O	FIBP kd6	slide3	B3	M28	212	0.2758711	-1.9104655
786O	SART1 kd6	slide3	A3	M59	55	2.220414	1.3746134
293T	untreated	slide3	B4	M43	495	-2.6747248	4.221009
293T	untreated	slide3	B4	M24	639	-0.11740543	2.700665
786O	ALY kd8	slide3	A2	M16	31	1.4386045	-0.27381015
786O	NTC	slide3	A1	M14	40	1.5966233	-0.98837054
293T	untreated	slide3	B4	M31	429	0.23064439	6.017004
293T	untreated	slide3	B4	M54	790	-2.4391358	3.482505
786O	NTC	slide3	A1	M45	97	-1.1393129	-1.7121139
786O	NTC	slide3	A1	M58	80	0.4914315	-2.085443
786O	FIBP kd7	slide3	A4	M28	119	1.3971156	-1.8479823
293T	untreated	slide3	B4	M17	310	-2.870709	4.7008905
786O	ALY kd8	slide3	A2	M27	163	1.5100948	-0.42371857
786O	NTC	slide3	A1	M16	32	-0.8890857	-1.7812881
786O	SART1 kd4	slide3	B2	M14	69	2.132799	-0.0210511
293T	untreated	slide3	B4	M56	553	4.0462003	5.8098087
786O	FIBP kd6	slide3	B3	M22	272	1.5572654	0.18461925
293T	untreated	slide3	B4	M20	480	-2.0168118	5.333603
293T	untreated	slide3	B4	M8	641	1.2687263	3.86021
786O	FIBP kd6	slide3	B3	M37	144	0.012487348	-0.7147611
786O	FIBP kd6	slide3	B3	M12	269	-0.9285455	-1.1791317
786O	FIBP kd6	slide3	B3	M37	144	1.1597352	-0.5726562
293T	untreated	slide3	B4	M8	641	-1.950766	3.8866909
293T	untreated	slide3	B4	M9	570	0.10865295	5.5135727
786O	SART1 kd4	slide3	B2	M33	52	1.835616	-1.6081145
786O	ALY kd8	slide3	A2	M22	155	1.9005551	-0.25357735
786O	ALY kd5	slide3	B1	M35	108	2.565721	-1.4624654
786O	SART1 kd4	slide3	B2	M28	85	3.0419176	-1.0898355
293T	untreated	slide3	B4	M5	569	-1.9431673	6.55594
293T	untreated	slide3	B4	M26	455	0.18491106	2.7927628
293T	untreated	slide3	B4	M18	529	-3.0630915	3.2757602
786O	FIBP kd7	slide3	A4	M52	74	2.3255527	2.005174
786O	FIBP kd6	slide3	B3	M6	35	-0.8829193	-0.6477926
293T	untreated	slide3	B4	M29	382	-0.019105246	5.2864685
293T	untreated	slide3	B4	M18	529	-1.111083	5.3547244
293T	untreated	slide3	B4	M4	664	-2.3184667	5.9006333
786O	ALY kd8	slide3	A2	M37	163	2.4173229	-0.5839233
786O	SART1 kd6	slide3	A3	M21	189	0.5308239	0.13507788
786O	ALY kd8	slide3	A2	M22	155	0.48135063	-1.2721276
786O	SART1 kd6	slide3	A3	M4	103	1.3386321	-0.82878715
293T	untreated	slide3	B4	M25	532	-2.070305	1.7360197
786O	NTC	slide3	A1	M43	104	1.508732	-1.5548743
786O	ALY kd5	slide3	B1	M22	181	-1.1336745	-1.5469034
293T	untreated	slide3	B4	M46	422	-0.06725127	2.8687515
293T	untreated	slide3	B4	M19	519	-1.8611627	5.200653
786O	SART1 kd4	slide3	B2	M35	100	-0.11207684	-1.5528693
293T	untreated	slide3	B4	M51	742	-0.3007401	9.583162
293T	untreated	slide3	B4	M30	492	-2.6829286	2.4279087
293T	untreated	slide3	B4	M3	692	-0.31523025	2.8673754
293T	untreated	slide3	B4	M9	570	-3.1030364	5.2854805
293T	untreated	slide3	B4	M51	742	-1.0218691	9.999235
293T	untreated	slide3	B4	M17	310	0.035384577	4.64117
293T	untreated	slide3	B4	M42	421	-2.499128	3.763085
786O	FIBP kd6	slide3	B3	M12	269	-0.095073074	-1.0014594
293T	untreated	slide3	B4	M13	733	-2.469625	2.6805027
293T	untreated	slide3	B4	M2	590	-0.25393656	2.529465
293T	untreated	slide3	B4	M39	332	0.50909054	4.392479
786O	ALY kd8	slide3	A2	M19	201	2.6723506	-1.0048732
786O	FIBP kd7	slide3	A4	M30	82	2.8313026	0.24736756
293T	untreated	slide3	B4	M23	379	-2.6640706	4.45068
293T	untreated	slide3	B4	M26	455	1.1614617	4.9111643
786O	SART1 kd6	slide3	A3	M15	66	-0.92267454	-0.74408704
293T	untreated	slide3	B4	M54	790	0.9330137	4.761535
786O	SART1 kd4	slide3	B2	M58	109	0.6682262	-0.78650033
786O	ALY kd8	slide3	A2	M55	87	-0.21370982	-3.1722636
786O	FIBP kd6	slide3	B3	M21	233	1.8927815	1.2620862
786O	ALY kd8	slide3	A2	M64	80	0.038836688	-1.2052029
293T	untreated	slide3	B4	M11	495	0.6189405	5.2736473
293T	untreated	slide3	B4	M7	513	-1.8951563	5.123457
293T	untreated	slide3	B4	M47	537	-1.8198537	5.5656195
293T	untreated	slide3	B4	M20	480	0.11975047	6.3112807
786O	SART1 kd4	slide3	B2	M45	86	0.89681643	0.27420762
293T	untreated	slide3	B4	M53	939	-2.6847932	3.1840084
786O	ALY kd8	slide3	A2	M20	160	-0.9249316	0.080976725
293T	untreated	slide3	B4	M34	414	4.2218623	5.396557
786O	FIBP kd6	slide3	B3	M60	25	8.397029	5.8699994
786O	SART1 kd6	slide3	A3	M27	152	1.5436554	1.3770258
293T	untreated	slide3	B4	M13	733	0.6091425	3.5302486
786O	ALY kd8	slide3	A2	M12	158	2.8525722	-0.26712525
786O	SART1 kd4	slide3	B2	M44	83	0.8636876	-0.5900455
293T	untreated	slide3	B4	M26	455	-1.8930159	6.1872406
293T	untreated	slide3	B4	M34	414	-2.861794	3.5952988
786O	SART1 kd6	slide3	A3	M58	90	2.0413804	-2.6002953
786O	ALY kd5	slide3	B1	M29	134	2.8929758	-1.534954
786O	SART1 kd4	slide3	B2	M51	58	1.6047016	-2.6993973
293T	untreated	slide3	B4	M50	716	-0.6738579	10.032791
293T	untreated	slide3	B4	M53	939	-0.36132103	5.312521
293T	untreated	slide3	B4	M3	692	-3.250122	4.09799
293T	untreated	slide3	B4	M26	455	-1.7588124	6.218753
786O	SART1 kd4	slide3	B2	M38	111	0.39557642	-0.9652859
786O	ALY kd5	slide3	B1	M14	72	2.606683	-0.54844636
786O	FIBP kd7	slide3	A4	M29	96	1.6220865	-0.702224
293T	untreated	slide3	B4	M3	692	-2.556424	2.471853
786O	SART1 kd6	slide3	A3	M2	53	-0.11466895	6.148123
786O	FIBP kd6	slide3	B3	M27	243	1.6247113	1.4697776
786O	ALY kd5	slide3	B1	M8	44	2.6516984	-2.2751048
786O	ALY kd8	slide3	A2	M16	31	1.5877777	-3.0434532
786O	SART1 kd4	slide3	B2	M57	85	1.3365396	1.4751042
293T	untreated	slide3	B4	M38	277	-2.1902633	3.6033952
786O	SART1 kd6	slide3	A3	M15	66	0.25422361	1.040274
786O	FIBP kd7	slide3	A4	M26	77	3.165551	-3.482748
293T	untreated	slide3	B4	M39	332	8.586048	5.5523667
293T	untreated	slide3	B4	M4	664	-0.36324492	4.632057
786O	FIBP kd7	slide3	A4	M11	75	-0.08829751	-0.18423557
293T	untreated	slide3	B4	M20	480	-2.5766788	4.822014
786O	FIBP kd6	slide3	B3	M45	105	-0.78083223	-0.9236676
293T	untreated	slide3	B4	M17	310	1.6406763	4.788455
786O	FIBP kd7	slide3	A4	M27	128	0.8757022	-0.29257134
293T	untreated	slide3	B4	M26	455	1.5820197	4.9916625
293T	untreated	slide3	B4	M50	716	-0.71630067	10.007076
293T	untreated	slide3	B4	M18	529	-1.429792	5.1108685
786O	SART1 kd4	slide3	B2	M58	109	1.5151002	-0.0004761604
293T	untreated	slide3	B4	M28	334	-2.6032686	4.2525487
293T	untreated	slide3	B4	M55	685	-0.22401091	5.233319
786O	ALY kd8	slide3	A2	M39	189	-1.4655634	3.6745813
786O	FIBP kd7	slide3	A4	M31	110	2.2638683	1.2009938
786O	SART1 kd4	slide3	B2	M25	61	1.2028748	-1.1513041
786O	FIBP kd6	slide3	B3	M13	223	1.4416738	-0.081554666
786O	SART1 kd6	slide3	A3	M38	178	-0.6170382	-1.6852963
293T	untreated	slide3	B4	M2	590	-2.473524	5.916485
786O	ALY kd8	slide3	A2	M21	167	1.9267119	1.3640624
786O	FIBP kd6	slide3	B3	M31	82	-1.218391	-1.0407435
293T	untreated	slide3	B4	M30	492	-1.1639683	6.458779
293T	untreated	slide3	B4	M33	409	0.6989754	4.82801
293T	untreated	slide3	B4	M49	477	-2.3667066	4.7863693
786O	FIBP kd6	slide3	B3	M28	212	8.3724575	5.8762717
293T	untreated	slide3	B4	M52	812	-2.7045712	3.5547245
786O	FIBP kd7	slide3	A4	M62	35	1.1931229	-0.4126668
293T	untreated	slide3	B4	M42	421	-3.1756687	3.090873
786O	SART1 kd6	slide3	A3	M17	70	2.546411	-0.9583885
293T	untreated	slide3	B4	M11	495	1.383611	4.67837
293T	untreated	slide3	B4	M3	692	-2.9628282	4.3807425
293T	untreated	slide3	B4	M38	277	-1.7052724	3.6691334
293T	untreated	slide3	B4	M31	429	0.021527123	5.5852885
786O	FIBP kd7	slide3	A4	M46	59	-1.3100194	-0.9238663
786O	ALY kd8	slide3	A2	M14	142	2.9641938	-1.4851096
786O	ALY kd5	slide3	B1	M26	155	-1.0903578	0.12927072
293T	untreated	slide3	B4	M47	537	0.10582754	3.4024847
786O	NTC	slide3	A1	M58	80	-1.403507	-1.0298058
786O	ALY kd8	slide3	A2	M19	201	0.22894977	-3.086211
786O	FIBP kd7	slide3	A4	M39	57	8.382859	5.7708893
786O	SART1 kd4	slide3	B2	M1	63	2.6336665	0.10779727
786O	NTC	slide3	A1	M32	83	-0.42722908	-0.75174
786O	FIBP kd6	slide3	B3	M59	37	8.3342905	5.9157414
293T	untreated	slide3	B4	M30	492	-1.2584069	4.7219377
786O	ALY kd8	slide3	A2	M14	142	1.7994276	-2.4223232
786O	SART1 kd6	slide3	A3	M18	136	2.452947	-0.3553354
293T	untreated	slide3	B4	M13	733	-2.3504505	6.386057
293T	untreated	slide3	B4	M45	544	-0.823778	5.508364
293T	untreated	slide3	B4	M48	380	-2.764967	5.2869735
786O	ALY kd8	slide3	A2	M11	147	0.19268927	1.6463981
786O	SART1 kd6	slide3	A3	M28	146	0.7345059	0.9880217
293T	untreated	slide3	B4	M53	939	-2.2332916	2.9743912
293T	untreated	slide3	B4	M33	409	0.11674018	5.872905
293T	untreated	slide3	B4	M51	742	-1.0683032	9.899945
786O	ALY kd8	slide3	A2	M53	121	2.304938	-2.9929879
293T	untreated	slide3	B4	M39	332	0.06698434	4.5934715
786O	ALY kd5	slide3	B1	M24	86	0.051021446	-2.948478
293T	untreated	slide3	B4	M16	245	-2.7955215	3.5778687
293T	untreated	slide3	B4	M52	812	-0.028326122	4.9931707
786O	ALY kd5	slide3	B1	M19	159	2.1273572	1.2601752
293T	untreated	slide3	B4	M35	482	0.5270156	4.192936
786O	ALY kd8	slide3	A2	M20	160	0.1362209	0.23496942
786O	ALY kd8	slide3	A2	M24	94	0.11904032	0.40006566
786O	ALY kd8	slide3	A2	M35	158	2.9668465	-0.67467535
786O	FIBP kd6	slide3	B3	M12	269	1.4668186	-0.56816316
293T	untreated	slide3	B4	M21	572	-1.5102528	3.7084546
293T	untreated	slide3	B4	M14	717	-2.6457655	3.9743588
293T	untreated	slide3	B4	M40	423	-2.819842	6.0140533
293T	untreated	slide3	B4	M28	334	-2.393377	2.2286391
786O	SART1 kd6	slide3	A3	M11	74	0.66822976	-0.87589747
293T	untreated	slide3	B4	M6	518	-1.5760983	4.3690705
786O	SART1 kd6	slide3	A3	M19	126	-0.7918134	0.44818866
786O	ALY kd8	slide3	A2	M15	104	1.2400925	0.69668293
293T	untreated	slide3	B4	M49	477	4.3939495	5.538445
786O	ALY kd8	slide3	A2	M14	142	1.7418658	-3.353586
293T	untreated	slide3	B4	M51	742	-0.81704044	9.7577505
786O	ALY kd8	slide3	A2	M14	142	-0.50801486	-0.0026424257
786O	SART1 kd4	slide3	B2	M59	72	0.12800153	-2.3275099
786O	FIBP kd6	slide3	B3	M11	272	-1.4797113	-0.89058405
786O	SART1 kd6	slide3	A3	M28	146	0.89335644	1.2886792
293T	untreated	slide3	B4	M33	409	-0.27434218	6.3024206
293T	untreated	slide3	B4	M42	421	0.7166964	5.6390514
293T	untreated	slide3	B4	M2	590	1.0104599	5.249238
293T	untreated	slide3	B4	M26	455	0.37150693	4.4428287
293T	untreated	slide3	B4	M18	529	-0.56122416	2.6781738
786O	NTC	slide3	A1	M37	181	3.336033	-1.0922527
293T	untreated	slide3	B4	M13	733	-0.14923996	4.703362
293T	untreated	slide3	B4	M35	482	-1.782641	4.69892
786O	FIBP kd7	slide3	A4	M43	112	1.0928135	-3.5565815
293T	untreated	slide3	B4	M57	111	0.3168334	3.5421417
293T	untreated	slide3	B4	M52	812	-3.0616324	3.1293333
293T	untreated	slide3	B4	M38	277	-2.418499	4.1621366
786O	FIBP kd6	slide3	B3	M19	229	2.2608924	0.0798817
786O	SART1 kd4	slide3	B2	M41	86	1.1593676	-1.9584079
786O	ALY kd5	slide3	B1	M29	134	-0.537184	-0.18070951
293T	untreated	slide3	B4	M17	310	-0.7634469	2.8192754
293T	untreated	slide3	B4	M30	492	0.07097175	6.018024
786O	SART1 kd6	slide3	A3	M22	221	2.8718183	-1.0870076
786O	SART1 kd6	slide3	A3	M35	43	1.9090772	1.1998932
786O	ALY kd5	slide3	B1	M26	155	0.68925023	-0.45767865
293T	untreated	slide3	B4	M54	790	-1.549173	4.1859417
786O	FIBP kd6	slide3	B3	M28	212	-0.729557	0.03982765
786O	ALY kd5	slide3	B1	M29	134	0.81181085	-0.27651393
786O	NTC	slide3	A1	M45	97	0.001135506	1.5926267
786O	FIBP kd6	slide3	B3	M39	170	2.5314553	-1.9614425
786O	ALY kd8	slide3	A2	M29	156	2.4382124	-2.853336
293T	untreated	slide3	B4	M9	570	0.55237806	3.5955806
786O	ALY kd8	slide3	A2	M39	189	2.1100519	-0.8437868
786O	FIBP kd7	slide3	A4	M52	74	-0.8151386	0.2905772
293T	untreated	slide3	B4	M57	111	-2.024532	2.6565588
786O	ALY kd8	slide3	A2	M27	163	0.98840505	-1.0271964
293T	untreated	slide3	B4	M2	590	-1.3172059	6.081636
293T	untreated	slide3	B4	M15	569	-1.1052108	5.4631195
293T	untreated	slide3	B4	M51	742	-1.2236152	9.773201
786O	SART1 kd6	slide3	A3	M58	90	2.8723972	-0.2809492
293T	untreated	slide3	B4	M47	537	-0.6815916	2.522416
786O	FIBP kd7	slide3	A4	M60	58	1.2615603	-1.1766855
786O	ALY kd8	slide3	A2	M31	174	1.9139658	0.6011158
293T	untreated	slide3	B4	M8	641	-1.4563386	3.0233345
786O	SART1 kd4	slide3	B2	M56	86	0.5235532	-1.2396777
293T	untreated	slide3	B4	M31	429	0.82851774	3.6189158
293T	untreated	slide3	B4	M35	482	-3.0980992	2.9798548
293T	untreated	slide3	B4	M17	310	-3.3218465	2.9415207
293T	untreated	slide3	B4	M9	570	-2.0787277	2.9778512
786O	FIBP kd6	slide3	B3	M38	187	3.0155873	-0.6281404
293T	untreated	slide3	B4	M16	245	-2.1511288	4.4942226
293T	untreated	slide3	B4	M45	544	4.1881065	6.0427775
293T	untreated	slide3	B4	M33	409	-2.1370933	6.238084
293T	untreated	slide3	B4	M21	572	-2.0907207	5.797434
786O	ALY kd5	slide3	B1	M36	75	1.250904	0.8269113
293T	untreated	slide3	B4	M56	553	-3.038473	2.525277
293T	untreated	slide3	B4	M46	422	0.7485899	4.161129
786O	SART1 kd4	slide3	B2	M34	94	1.4231683	-1.4377015
293T	untreated	slide3	B4	M31	429	-1.9490203	5.5551
293T	untreated	slide3	B4	M6	518	3.6359968	6.482045
293T	untreated	slide3	B4	M56	553	-0.57385963	2.754242
786O	SART1 kd6	slide3	A3	M4	103	1.6122888	-1.1318808
786O	SART1 kd6	slide3	A3	M39	33	2.0503328	0.81442285
786O	SART1 kd4	slide3	B2	M29	110	2.9045756	-1.3231593
786O	SART1 kd4	slide3	B2	M60	48	-0.33412653	-0.9650521
786O	ALY kd8	slide3	A2	M5	99	-0.06971989	0.21011677
786O	SART1 kd4	slide3	B2	M51	58	0.3646153	-2.4830675
786O	FIBP kd6	slide3	B3	M26	116	2.513282	-1.4593588
293T	untreated	slide3	B4	M50	716	-0.88385016	9.899515
293T	untreated	slide3	B4	M25	532	-0.5499912	6.391755
293T	untreated	slide3	B4	M54	790	0.60571355	3.4305546
786O	FIBP kd6	slide3	B3	M28	212	-0.14839612	0.8319086
786O	ALY kd8	slide3	A2	M45	118	0.96660256	1.3249328
786O	ALY kd8	slide3	A2	M58	93	1.3602865	-0.11896928
786O	ALY kd8	slide3	A2	M53	121	2.9505684	-1.2335398
293T	untreated	slide3	B4	M52	812	-0.8512741	5.969379
293T	untreated	slide3	B4	M1	97	-0.9959762	6.4330583
786O	FIBP kd7	slide3	A4	M43	112	1.5468532	0.035799515
786O	FIBP kd7	slide3	A4	M23	85	-0.122906365	-1.7258904
293T	untreated	slide3	B4	M15	569	-1.6712778	5.9973927
293T	untreated	slide3	B4	M11	495	-2.2618341	2.125992
293T	untreated	slide3	B4	M45	544	-1.5945444	3.1921208
293T	untreated	slide3	B4	M6	518	-1.2620362	1.3928533
293T	untreated	slide3	B4	M48	380	1.2359561	4.811917
293T	untreated	slide3	B4	M19	519	-1.7461061	4.939071
786O	ALY kd8	slide3	A2	M57	124	0.8078716	0.51235205
786O	ALY kd8	slide3	A2	M2	32	0.5806025	0.35828736
786O	SART1 kd4	slide3	B2	M5	39	-0.96721935	-1.8331348
293T	untreated	slide3	B4	M55	685	1.1005385	5.161783
786O	NTC	slide3	A1	M36	128	-0.6334347	-0.26886922
293T	untreated	slide3	B4	M49	477	-2.7222722	2.5869312
293T	untreated	slide3	B4	M31	429	-2.5792534	3.5330539
786O	ALY kd5	slide3	B1	M13	107	2.1874824	1.2082493
293T	untreated	slide3	B4	M5	569	-0.552199	6.091137
786O	SART1 kd6	slide3	A3	M35	43	-1.1558738	-0.72369564
293T	untreated	slide3	B4	M18	529	-1.5798855	5.4827065
786O	FIBP kd6	slide3	B3	M19	229	1.2388941	0.42784765
293T	untreated	slide3	B4	M53	939	-0.27157813	2.675832
293T	untreated	slide3	B4	M44	348	-0.31342217	6.031473
786O	ALY kd5	slide3	B1	M27	204	1.0065646	1.260414
786O	SART1 kd4	slide3	B2	M37	84	0.35282066	-2.0781345
293T	untreated	slide3	B4	M30	492	0.4284505	3.4740012
786O	FIBP kd6	slide3	B3	M55	50	2.4033313	-0.27442855
786O	ALY kd8	slide3	A2	M47	167	2.2118082	0.6760523
786O	FIBP kd6	slide3	B3	M44	96	0.15739202	0.86039746
786O	ALY kd8	slide3	A2	M51	153	0.6815878	-0.00082252943
293T	untreated	slide3	B4	M8	641	-1.9338524	4.336099
