Metadata_CellLine	Metadata_Condition	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_Nuclei_Site_Count	UMAP0	UMAP1
293T	untreated	slide1	B4	M36	857	-1.6665021	1.0241129
293T	untreated	slide1	B4	M4	1128	0.27817407	6.021215
293T	untreated	slide1	B4	M32	1095	-1.2055396	1.7701901
786O	ALY kd5	slide1	B1	M39	82	2.5653043	-2.6446187
786O	SART1 kd4	slide1	B2	M26	69	2.6714907	-2.8984811
293T	untreated	slide1	B4	M29	765	-0.53176355	6.603504
293T	untreated	slide1	B4	M35	879	-1.5949092	5.2611055
293T	untreated	slide1	B4	M40	1126	-0.876912	4.1288056
293T	untreated	slide1	B4	M62	625	0.16035086	6.272173
293T	untreated	slide1	B4	M11	1143	-0.35693473	5.2986326
293T	untreated	slide1	B4	M4	1128	-1.530902	6.1930695
293T	untreated	slide1	B4	M36	857	-1.0110337	5.754284
293T	untreated	slide1	B4	M19	1151	0.4848157	6.6908593
786O	FIBP kd6	slide1	B3	M29	168	3.242534	-1.1807058
293T	untreated	slide1	B4	M29	765	0.5288885	2.862911
293T	untreated	slide1	B4	M33	1083	1.6949382	6.7726336
786O	FIBP kd6	slide1	B3	M45	26	3.4589353	-3.477996
786O	FIBP kd7	slide1	A4	M8	46	9.229237	3.4761164
293T	untreated	slide1	B4	M50	825	1.1990454	5.890528
293T	untreated	slide1	B4	M9	856	3.5846121	2.2993662
293T	untreated	slide1	B4	M54	712	-2.922612	5.4993353
293T	untreated	slide1	B4	M44	605	-0.07640336	3.1478133
786O	ALY kd5	slide1	B1	M17	113	1.827914	-3.1721435
293T	untreated	slide1	B4	M27	734	2.5881312	6.1059227
293T	untreated	slide1	B4	M17	1277	-2.7941573	3.2992463
293T	untreated	slide1	B4	M39	886	0.6787769	10.156612
293T	untreated	slide1	B4	M64	485	0.6358236	5.5056205
293T	untreated	slide1	B4	M30	949	-1.8354452	2.1104567
293T	untreated	slide1	B4	M17	1277	2.6337023	6.5104027
786O	ALY kd8	slide1	A2	M15	65	3.6443686	-3.959696
293T	untreated	slide1	B4	M23	1212	1.7017635	5.3526864
293T	untreated	slide1	B4	M29	765	1.0609076	6.5372367
293T	untreated	slide1	B4	M32	1095	1.0581114	4.977613
786O	SART1 kd4	slide1	B2	M48	63	3.1348734	-1.6378217
293T	untreated	slide1	B4	M27	734	-1.6468105	1.9056807
293T	untreated	slide1	B4	M2	1179	-2.6928036	5.8768287
293T	untreated	slide1	B4	M33	1083	0.15260145	6.7938614
786O	SART1 kd4	slide1	B2	M56	69	3.7410367	-2.0235224
786O	ALY kd5	slide1	B1	M27	148	2.547813	-1.4351944
293T	untreated	slide1	B4	M54	712	2.7795844	5.450643
786O	NTC	slide1	A1	M40	117	2.46258	-4.3591847
293T	untreated	slide1	B4	M5	1062	-1.3534802	1.7591417
293T	untreated	slide1	B4	M55	433	2.6484175	2.6265907
786O	NTC	slide1	A1	M13	28	3.54318	-1.0775069
293T	untreated	slide1	B4	M22	1082	1.3437759	4.34497
293T	untreated	slide1	B4	M27	734	1.5955151	6.6488557
293T	untreated	slide1	B4	M36	857	-1.6419998	5.038841
293T	untreated	slide1	B4	M42	637	-2.1459436	3.0399828
786O	ALY kd5	slide1	B1	M54	57	1.3988526	5.867427
293T	untreated	slide1	B4	M51	782	-1.0938996	2.7082577
293T	untreated	slide1	B4	M2	1179	-2.5955276	3.8156629
293T	untreated	slide1	B4	M33	1083	-0.31995258	1.9305024
293T	untreated	slide1	B4	M3	1245	-2.3208628	2.3376856
293T	untreated	slide1	B4	M39	886	0.5601872	11.535065
293T	untreated	slide1	B4	M41	726	0.5556136	11.581647
786O	ALY kd5	slide1	B1	M39	82	3.427118	-1.4850262
786O	SART1 kd4	slide1	B2	M18	79	2.616916	-3.7325811
786O	ALY kd8	slide1	A2	M55	30	2.3794482	-4.004216
293T	untreated	slide1	B4	M33	1083	-2.385212	6.082437
293T	untreated	slide1	B4	M10	1168	-0.60274184	3.0629966
293T	untreated	slide1	B4	M20	1055	-2.4971962	2.5276942
293T	untreated	slide1	B4	M23	1212	-2.5312638	3.9517543
786O	FIBP kd7	slide1	A4	M22	44	3.5752714	-2.1683774
293T	untreated	slide1	B4	M11	1143	-0.6631911	3.7269132
293T	untreated	slide1	B4	M60	603	1.1157717	3.6392555
293T	untreated	slide1	B4	M62	625	0.9603474	5.5530744
293T	untreated	slide1	B4	M25	1326	1.5469507	5.111962
293T	untreated	slide1	B4	M11	1143	2.6395688	2.0492432
293T	untreated	slide1	B4	M59	647	-1.8161757	4.1133914
293T	untreated	slide1	B4	M55	433	1.6950405	5.9649262
293T	untreated	slide1	B4	M54	712	1.3139796	5.958702
293T	untreated	slide1	B4	M34	1097	-0.8874086	1.7184274
293T	untreated	slide1	B4	M6	1016	-2.5500834	5.94804
786O	SART1 kd6	slide1	A3	M13	47	2.047862	-2.1269221
786O	SART1 kd4	slide1	B2	M2	41	4.009725	-2.1030073
293T	untreated	slide1	B4	M12	1115	-0.37778577	3.1347907
293T	untreated	slide1	B4	M15	1182	2.6456223	3.8307054
293T	untreated	slide1	B4	M10	1168	1.11247	6.758383
293T	untreated	slide1	B4	M64	485	-1.8852973	2.8958786
293T	untreated	slide1	B4	M25	1326	-2.6197371	4.874511
293T	untreated	slide1	B4	M29	765	1.0907733	6.7877345
293T	untreated	slide1	B4	M25	1326	-1.6150888	5.8086815
786O	SART1 kd6	slide1	A3	M37	63	2.073359	-2.8262649
293T	untreated	slide1	B4	M27	734	-2.3091137	3.7297568
293T	untreated	slide1	B4	M48	968	2.6312256	3.3414803
293T	untreated	slide1	B4	M63	1008	1.6838473	6.0080395
786O	FIBP kd7	slide1	A4	M18	30	2.632479	-2.230502
293T	untreated	slide1	B4	M2	1179	3.0883043	3.9761028
293T	untreated	slide1	B4	M60	603	-1.7404447	1.6399219
786O	NTC	slide1	A1	M6	61	3.2841778	-2.3339489
293T	untreated	slide1	B4	M34	1097	0.92433083	4.4489245
293T	untreated	slide1	B4	M42	637	-0.46749508	2.5697372
293T	untreated	slide1	B4	M48	968	2.987775	3.469138
293T	untreated	slide1	B4	M41	726	0.32958284	5.9131927
293T	untreated	slide1	B4	M57	721	-2.0913172	4.1161246
293T	untreated	slide1	B4	M5	1062	-2.2515898	3.014261
293T	untreated	slide1	B4	M19	1151	-0.31855825	6.970502
293T	untreated	slide1	B4	M4	1128	-1.0847429	3.12145
293T	untreated	slide1	B4	M52	682	1.4510934	6.023807
293T	untreated	slide1	B4	M2	1179	1.7011979	2.071898
293T	untreated	slide1	B4	M13	1100	2.5829017	3.6606503
293T	untreated	slide1	B4	M61	566	1.4867146	5.277792
293T	untreated	slide1	B4	M33	1083	-2.4095008	3.734663
293T	untreated	slide1	B4	M46	784	0.19632794	2.2732637
293T	untreated	slide1	B4	M63	1008	2.6287842	6.117181
293T	untreated	slide1	B4	M62	625	-0.16927004	2.2777963
293T	untreated	slide1	B4	M10	1168	0.55925006	6.764098
293T	untreated	slide1	B4	M35	879	-0.09915831	1.0866319
293T	untreated	slide1	B4	M32	1095	0.13345183	6.0452495
293T	untreated	slide1	B4	M20	1055	-1.8867767	3.5822694
293T	untreated	slide1	B4	M48	968	2.1704965	6.444125
293T	untreated	slide1	B4	M16	1079	-2.1672852	5.0971403
293T	untreated	slide1	B4	M47	852	-1.8783294	6.247572
293T	untreated	slide1	B4	M56	667	1.8021779	4.9460163
293T	untreated	slide1	B4	M17	1277	-2.7160394	4.7902985
293T	untreated	slide1	B4	M23	1212	-0.74388534	1.6274943
786O	ALY kd8	slide1	A2	M17	70	3.7161665	-2.8705459
293T	untreated	slide1	B4	M31	1077	1.7113101	5.5710163
293T	untreated	slide1	B4	M51	782	-0.013671044	2.4636528
293T	untreated	slide1	B4	M43	516	-2.0005374	4.609823
293T	untreated	slide1	B4	M24	1149	1.505755	11.870227
293T	untreated	slide1	B4	M5	1062	-2.2035563	5.771373
293T	untreated	slide1	B4	M16	1079	-2.0048208	4.652807
786O	SART1 kd4	slide1	B2	M16	46	3.0673444	-1.1283106
293T	untreated	slide1	B4	M18	1210	0.07052725	5.576873
293T	untreated	slide1	B4	M40	1126	2.7273479	1.946367
293T	untreated	slide1	B4	M5	1062	-2.5240939	3.0168073
293T	untreated	slide1	B4	M24	1149	-2.5153253	5.934106
293T	untreated	slide1	B4	M55	433	0.030720036	5.517546
293T	untreated	slide1	B4	M17	1277	3.4929335	2.128532
293T	untreated	slide1	B4	M14	1028	1.0139016	4.9881577
293T	untreated	slide1	B4	M57	721	1.4834166	6.123169
293T	untreated	slide1	B4	M60	603	-1.4383184	5.123142
293T	untreated	slide1	B4	M50	825	0.27700686	1.4947017
293T	untreated	slide1	B4	M33	1083	0.901617	4.508186
293T	untreated	slide1	B4	M48	968	3.181318	3.2481163
293T	untreated	slide1	B4	M49	889	-2.2289262	4.0948915
293T	untreated	slide1	B4	M51	782	-2.481968	6.369918
293T	untreated	slide1	B4	M32	1095	-0.2618818	1.8795298
293T	untreated	slide1	B4	M6	1016	2.3418205	2.4680092
293T	untreated	slide1	B4	M61	566	-0.20955122	3.4507277
293T	untreated	slide1	B4	M14	1028	0.226408	5.060699
293T	untreated	slide1	B4	M38	695	1.9820855	4.544485
293T	untreated	slide1	B4	M39	886	-1.8060737	5.116942
293T	untreated	slide1	B4	M19	1151	1.0487251	5.367484
786O	FIBP kd7	slide1	A4	M19	103	2.1994317	-3.2793486
786O	ALY kd8	slide1	A2	M6	53	2.5847216	-3.9885619
293T	untreated	slide1	B4	M63	1008	-1.8203201	1.1335188
786O	FIBP kd6	slide1	B3	M41	51	2.4186308	-2.8266964
293T	untreated	slide1	B4	M2	1179	-1.500935	1.8127067
786O	ALY kd5	slide1	B1	M43	90	2.4983816	-3.7701707
293T	untreated	slide1	B4	M12	1115	-1.6751169	4.95035
293T	untreated	slide1	B4	M44	605	-1.0837207	4.870317
786O	ALY kd5	slide1	B1	M19	65	2.9306796	-2.7410736
293T	untreated	slide1	B4	M38	695	-0.13428095	2.1888814
293T	untreated	slide1	B4	M54	712	1.0811554	6.9162335
293T	untreated	slide1	B4	M11	1143	-0.96420884	1.3514868
786O	SART1 kd4	slide1	B2	M41	47	3.3796504	-4.5452766
293T	untreated	slide1	B4	M50	825	-0.1376779	5.101662
293T	untreated	slide1	B4	M10	1168	3.1217477	6.0000362
293T	untreated	slide1	B4	M16	1079	1.4288148	6.1482773
293T	untreated	slide1	B4	M39	886	0.5651608	6.509494
293T	untreated	slide1	B4	M57	721	-2.6324515	6.061775
293T	untreated	slide1	B4	M62	625	2.5989103	5.910363
293T	untreated	slide1	B4	M2	1179	1.7954386	5.6937094
293T	untreated	slide1	B4	M11	1143	-0.61778194	6.1587515
293T	untreated	slide1	B4	M19	1151	-0.47318563	4.9405456
293T	untreated	slide1	B4	M27	734	-2.6949756	4.986501
786O	FIBP kd6	slide1	B3	M28	178	2.8601234	-3.5169017
786O	FIBP kd7	slide1	A4	M19	103	2.9565272	-4.158986
293T	untreated	slide1	B4	M15	1182	-1.2455736	2.0253773
293T	untreated	slide1	B4	M58	582	-2.7184548	4.2542095
293T	untreated	slide1	B4	M45	622	-1.4668688	4.892679
293T	untreated	slide1	B4	M29	765	-1.211618	5.2355533
786O	ALY kd5	slide1	B1	M39	82	3.577249	-1.7735013
293T	untreated	slide1	B4	M36	857	-1.812007	2.6976721
293T	untreated	slide1	B4	M34	1097	-0.37862262	1.502943
293T	untreated	slide1	B4	M51	782	1.8127398	6.6997204
293T	untreated	slide1	B4	M32	1095	0.39082968	3.3720407
786O	SART1 kd6	slide1	A3	M33	41	3.8821158	-2.5783238
786O	SART1 kd6	slide1	A3	M33	41	3.8071988	-2.7650442
293T	untreated	slide1	B4	M38	695	-1.8758293	2.0186934
786O	ALY kd8	slide1	A2	M26	68	3.4520173	-3.5182042
293T	untreated	slide1	B4	M6	1016	1.4356353	6.7903285
293T	untreated	slide1	B4	M31	1077	-0.7282748	3.0563595
293T	untreated	slide1	B4	M62	625	1.4435863	11.321531
293T	untreated	slide1	B4	M18	1210	-1.8615297	4.2534337
293T	untreated	slide1	B4	M58	582	-1.662182	3.4263542
293T	untreated	slide1	B4	M5	1062	-1.2027447	3.6020756
293T	untreated	slide1	B4	M51	782	1.7464036	11.898801
293T	untreated	slide1	B4	M40	1126	0.5327035	11.476513
293T	untreated	slide1	B4	M40	1126	0.04243371	6.639453
786O	SART1 kd4	slide1	B2	M5	73	2.9759953	-3.2041962
786O	NTC	slide1	A1	M40	117	1.6879798	-1.983014
293T	untreated	slide1	B4	M51	782	-0.64976436	4.0134177
293T	untreated	slide1	B4	M21	901	1.415674	11.374024
293T	untreated	slide1	B4	M3	1245	-1.8997904	5.538235
293T	untreated	slide1	B4	M3	1245	0.2332913	5.2745795
293T	untreated	slide1	B4	M24	1149	-2.1349378	4.617016
786O	SART1 kd4	slide1	B2	M28	41	2.8980746	-3.4031136
293T	untreated	slide1	B4	M20	1055	1.3461037	5.9083967
786O	SART1 kd6	slide1	A3	M21	77	2.0351655	-2.687338
293T	untreated	slide1	B4	M4	1128	0.09546096	5.517986
293T	untreated	slide1	B4	M1	914	-1.571987	2.2515385
293T	untreated	slide1	B4	M11	1143	2.2930653	2.3468332
293T	untreated	slide1	B4	M43	516	-1.2931924	5.0386834
293T	untreated	slide1	B4	M45	622	2.7067704	6.1599526
786O	SART1 kd4	slide1	B2	M21	67	3.1438215	-4.3376455
293T	untreated	slide1	B4	M27	734	-1.4329883	5.152109
293T	untreated	slide1	B4	M16	1079	-0.17967612	6.4636035
293T	untreated	slide1	B4	M18	1210	-1.5744183	2.0146568
293T	untreated	slide1	B4	M31	1077	-2.4683726	2.7882411
293T	untreated	slide1	B4	M16	1079	-2.6084862	3.8302844
293T	untreated	slide1	B4	M31	1077	-2.1485417	2.6995091
293T	untreated	slide1	B4	M26	1052	2.057555	6.915017
293T	untreated	slide1	B4	M16	1079	2.4081562	1.6934586
293T	untreated	slide1	B4	M25	1326	1.7369297	5.97537
786O	FIBP kd6	slide1	B3	M36	68	3.9337857	-1.5698122
293T	untreated	slide1	B4	M63	1008	-0.16580614	4.3929133
293T	untreated	slide1	B4	M18	1210	3.1641405	2.5647805
293T	untreated	slide1	B4	M13	1100	-0.44608587	2.4231215
293T	untreated	slide1	B4	M15	1182	0.6549422	5.5521154
293T	untreated	slide1	B4	M40	1126	1.6620436	11.666719
293T	untreated	slide1	B4	M21	901	-1.9287826	6.415685
293T	untreated	slide1	B4	M35	879	-2.1126246	2.1723566
293T	untreated	slide1	B4	M7	538	-0.9227448	2.3877258
786O	FIBP kd6	slide1	B3	M37	135	2.8033223	-3.856505
293T	untreated	slide1	B4	M42	637	3.0683956	4.812114
293T	untreated	slide1	B4	M53	529	-0.84134865	1.9035989
293T	untreated	slide1	B4	M3	1245	-1.5418377	4.339106
786O	SART1 kd6	slide1	A3	M13	47	2.8440259	-1.6222595
293T	untreated	slide1	B4	M20	1055	0.25485554	1.3613335
786O	ALY kd5	slide1	B1	M38	183	2.9592235	-1.5711482
293T	untreated	slide1	B4	M40	1126	2.7385836	2.9685638
293T	untreated	slide1	B4	M34	1097	-1.6367903	1.9867877
293T	untreated	slide1	B4	M48	968	3.246122	3.0372274
293T	untreated	slide1	B4	M18	1210	1.1653877	4.6756682
293T	untreated	slide1	B4	M14	1028	1.6078775	4.790045
293T	untreated	slide1	B4	M47	852	2.9169424	3.3945096
786O	NTC	slide1	A1	M9	89	1.7337089	-1.6479038
293T	untreated	slide1	B4	M35	879	-2.2524695	3.8562427
293T	untreated	slide1	B4	M2	1179	-0.5847574	1.9320539
293T	untreated	slide1	B4	M23	1212	-0.7960305	5.392199
293T	untreated	slide1	B4	M36	857	-1.6055961	1.1470596
293T	untreated	slide1	B4	M2	1179	-2.2172186	1.7733096
293T	untreated	slide1	B4	M2	1179	-1.1596135	3.939875
293T	untreated	slide1	B4	M23	1212	2.263932	2.0428915
293T	untreated	slide1	B4	M47	852	-2.3069358	2.9714723
293T	untreated	slide1	B4	M54	712	2.852931	5.7628894
293T	untreated	slide1	B4	M35	879	-0.8309808	2.1561172
786O	ALY kd8	slide1	A2	M38	66	3.3710892	-2.2199943
293T	untreated	slide1	B4	M5	1062	-2.23462	4.8872843
786O	ALY kd8	slide1	A2	M28	93	3.1547558	-2.6395087
293T	untreated	slide1	B4	M32	1095	-2.6800494	3.406655
293T	untreated	slide1	B4	M14	1028	-1.6803186	1.4495411
293T	untreated	slide1	B4	M18	1210	-1.9306598	3.7843904
293T	untreated	slide1	B4	M7	538	-0.96835303	7.2166114
293T	untreated	slide1	B4	M17	1277	-0.14976029	3.3799314
293T	untreated	slide1	B4	M47	852	0.11809078	5.769105
293T	untreated	slide1	B4	M22	1082	0.017417455	5.4580054
293T	untreated	slide1	B4	M2	1179	3.2570977	4.992608
786O	ALY kd5	slide1	B1	M44	66	3.7515695	-2.578342
293T	untreated	slide1	B4	M35	879	1.6260309	5.798659
293T	untreated	slide1	B4	M51	782	1.697973	5.941988
293T	untreated	slide1	B4	M25	1326	0.7714118	6.747291
786O	SART1 kd4	slide1	B2	M60	108	9.111103	3.5082257
293T	untreated	slide1	B4	M32	1095	1.6699603	6.3562894
786O	SART1 kd4	slide1	B2	M60	108	3.880517	-1.6076616
293T	untreated	slide1	B4	M40	1126	-2.3920557	5.366665
293T	untreated	slide1	B4	M19	1151	1.1313275	1.9489682
293T	untreated	slide1	B4	M22	1082	0.63562787	6.015548
293T	untreated	slide1	B4	M26	1052	-2.073439	5.929199
293T	untreated	slide1	B4	M13	1100	2.225983	5.653578
786O	SART1 kd4	slide1	B2	M54	57	4.34605	-1.6241109
293T	untreated	slide1	B4	M38	695	3.0889833	3.2999804
293T	untreated	slide1	B4	M44	605	0.7442229	5.8363996
293T	untreated	slide1	B4	M55	433	1.8946674	4.7020483
293T	untreated	slide1	B4	M23	1212	3.1744044	3.3842828
786O	FIBP kd7	slide1	A4	M3	36	2.360127	-2.1483803
786O	ALY kd5	slide1	B1	M33	44	2.4714832	-2.3928113
293T	untreated	slide1	B4	M27	734	-2.4132955	5.216419
293T	untreated	slide1	B4	M34	1097	2.0383017	6.110036
786O	FIBP kd6	slide1	B3	M22	54	2.8290744	-1.0993564
293T	untreated	slide1	B4	M51	782	1.0106612	5.604108
293T	untreated	slide1	B4	M16	1079	-0.4362198	4.9336886
786O	ALY kd5	slide1	B1	M39	82	4.047641	-2.27434
293T	untreated	slide1	B4	M30	949	1.7269577	5.1562796
293T	untreated	slide1	B4	M28	826	0.39785945	6.2681875
786O	SART1 kd4	slide1	B2	M47	70	2.6892474	-3.401199
293T	untreated	slide1	B4	M46	784	0.72929585	6.6681046
293T	untreated	slide1	B4	M49	889	0.2049946	3.1501045
293T	untreated	slide1	B4	M29	765	2.8330622	3.527551
786O	SART1 kd6	slide1	A3	M29	54	3.6761267	-2.7885797
293T	untreated	slide1	B4	M24	1149	-0.073869914	5.076019
786O	ALY kd8	slide1	A2	M42	54	3.146517	-2.741103
293T	untreated	slide1	B4	M32	1095	1.9957348	4.893166
293T	untreated	slide1	B4	M31	1077	1.1885563	4.4783974
293T	untreated	slide1	B4	M27	734	0.07911032	5.0958824
293T	untreated	slide1	B4	M51	782	-0.015325232	3.2884471
293T	untreated	slide1	B4	M9	856	0.5392786	1.446568
293T	untreated	slide1	B4	M1	914	2.1241596	2.3609362
293T	untreated	slide1	B4	M33	1083	1.7436905	11.871849
293T	untreated	slide1	B4	M6	1016	10.35036	3.949168
293T	untreated	slide1	B4	M27	734	-1.7157345	4.3162456
293T	untreated	slide1	B4	M42	637	-1.4771781	4.571931
293T	untreated	slide1	B4	M29	765	-1.3466997	3.5127873
293T	untreated	slide1	B4	M38	695	-2.4242249	4.6749434
786O	FIBP kd6	slide1	B3	M29	168	4.5010824	-1.7514757
293T	untreated	slide1	B4	M46	784	-1.3394512	5.6970763
293T	untreated	slide1	B4	M50	825	2.3088164	5.070196
293T	untreated	slide1	B4	M10	1168	1.8945527	6.090061
293T	untreated	slide1	B4	M52	682	-0.3692031	5.66257
293T	untreated	slide1	B4	M18	1210	-1.3819898	3.6955845
293T	untreated	slide1	B4	M37	619	-0.16754577	1.7986312
786O	ALY kd8	slide1	A2	M18	83	3.1816998	-2.2572799
293T	untreated	slide1	B4	M6	1016	1.8792956	5.960066
293T	untreated	slide1	B4	M60	603	2.7733498	2.0718052
293T	untreated	slide1	B4	M62	625	-1.5009081	3.6855059
786O	NTC	slide1	A1	M40	117	2.2843332	-3.3668196
293T	untreated	slide1	B4	M64	485	0.24343051	6.819737
293T	untreated	slide1	B4	M19	1151	-1.0651109	3.0372896
293T	untreated	slide1	B4	M38	695	-2.299883	5.511213
293T	untreated	slide1	B4	M1	914	-2.3312836	2.4201415
293T	untreated	slide1	B4	M12	1115	-0.23388131	1.7440021
293T	untreated	slide1	B4	M28	826	-1.6111368	4.5017366
786O	ALY kd8	slide1	A2	M21	65	2.8376038	-4.5118985
293T	untreated	slide1	B4	M3	1245	2.2686903	4.9304776
786O	ALY kd5	slide1	B1	M21	74	3.1982665	-1.3723159
293T	untreated	slide1	B4	M17	1277	3.1127532	2.952513
293T	untreated	slide1	B4	M3	1245	2.813978	5.194575
293T	untreated	slide1	B4	M49	889	2.6221375	6.326321
293T	untreated	slide1	B4	M9	856	3.04616	3.2796319
786O	SART1 kd6	slide1	A3	M64	21	2.4668908	-3.1461718
293T	untreated	slide1	B4	M27	734	0.32979465	4.899262
293T	untreated	slide1	B4	M18	1210	2.440682	1.844236
293T	untreated	slide1	B4	M36	857	-0.12372398	5.486299
293T	untreated	slide1	B4	M4	1128	1.1398276	5.473406
293T	untreated	slide1	B4	M19	1151	-1.6267256	3.4345953
293T	untreated	slide1	B4	M31	1077	2.4941032	4.4212937
293T	untreated	slide1	B4	M14	1028	-1.1310126	5.7470584
293T	untreated	slide1	B4	M17	1277	-1.3637644	0.7706278
293T	untreated	slide1	B4	M49	889	0.4783408	3.724296
293T	untreated	slide1	B4	M49	889	0.63098073	5.8517356
786O	NTC	slide1	A1	M45	89	2.2757313	-2.0058897
293T	untreated	slide1	B4	M61	566	2.616776	5.918982
293T	untreated	slide1	B4	M25	1326	-0.017728116	6.0716248
293T	untreated	slide1	B4	M4	1128	-1.148356	6.7306275
293T	untreated	slide1	B4	M5	1062	2.571314	6.2056
786O	FIBP kd7	slide1	A4	M60	34	2.913125	-3.564852
293T	untreated	slide1	B4	M59	647	-2.4833176	4.948396
293T	untreated	slide1	B4	M44	605	1.953543	1.6593138
786O	ALY kd5	slide1	B1	M43	90	2.5978403	-3.2452257
293T	untreated	slide1	B4	M12	1115	-0.9248434	6.610804
293T	untreated	slide1	B4	M3	1245	-0.7302	6.8815393
786O	SART1 kd6	slide1	A3	M29	54	2.2837367	-1.8963971
293T	untreated	slide1	B4	M61	566	0.541181	6.2589874
293T	untreated	slide1	B4	M13	1100	1.039383	5.5040116
786O	FIBP kd7	slide1	A4	M27	113	2.360892	-1.6066432
293T	untreated	slide1	B4	M25	1326	-0.35100845	6.4365277
293T	untreated	slide1	B4	M38	695	-1.0259273	5.1459255
786O	FIBP kd6	slide1	B3	M28	178	2.306926	-2.7029233
786O	ALY kd5	slide1	B1	M54	57	2.418034	-1.3032612
786O	FIBP kd6	slide1	B3	M29	168	2.3771274	-3.8247106
293T	untreated	slide1	B4	M57	721	-1.5858779	4.0050936
293T	untreated	slide1	B4	M38	695	-1.8872877	4.7679887
293T	untreated	slide1	B4	M34	1097	-0.44736263	3.3182967
293T	untreated	slide1	B4	M5	1062	0.41493163	2.9695842
293T	untreated	slide1	B4	M59	647	-0.90456873	2.7915776
293T	untreated	slide1	B4	M47	852	-1.7550837	2.1342204
293T	untreated	slide1	B4	M9	856	-3.084284	4.9227047
786O	FIBP kd7	slide1	A4	M5	64	2.8723977	-2.7512681
786O	FIBP kd7	slide1	A4	M28	112	3.0668836	-2.7995415
293T	untreated	slide1	B4	M44	605	-1.03162	5.319265
293T	untreated	slide1	B4	M28	826	-1.574037	4.679762
293T	untreated	slide1	B4	M64	485	-0.69148904	2.026825
293T	untreated	slide1	B4	M22	1082	2.604515	2.9008095
293T	untreated	slide1	B4	M18	1210	-0.80320305	3.9784374
293T	untreated	slide1	B4	M21	901	0.71365917	6.5681887
293T	untreated	slide1	B4	M50	825	-2.2361085	4.3086505
293T	untreated	slide1	B4	M20	1055	1.2292321	5.2993593
293T	untreated	slide1	B4	M28	826	-1.1307616	6.292133
293T	untreated	slide1	B4	M56	667	-2.1445045	2.5556388
786O	SART1 kd4	slide1	B2	M33	57	3.0591757	-3.234593
293T	untreated	slide1	B4	M33	1083	3.007244	3.14735
293T	untreated	slide1	B4	M60	603	-0.36385995	6.285696
786O	SART1 kd4	slide1	B2	M37	31	3.32076	-3.1045134
786O	SART1 kd4	slide1	B2	M12	65	3.6503842	-2.8540044
293T	untreated	slide1	B4	M57	721	0.905622	6.7137733
293T	untreated	slide1	B4	M33	1083	-1.8470478	3.006091
293T	untreated	slide1	B4	M2	1179	0.13377184	5.932799
293T	untreated	slide1	B4	M28	826	-0.3121111	5.4571114
786O	ALY kd5	slide1	B1	M38	183	4.2354913	-1.8897095
293T	untreated	slide1	B4	M7	538	-2.7705693	4.8033233
786O	ALY kd8	slide1	A2	M29	87	2.9788113	-5.080328
293T	untreated	slide1	B4	M24	1149	-1.2381283	6.3322024
293T	untreated	slide1	B4	M9	856	-2.1329849	1.9921529
786O	SART1 kd4	slide1	B2	M62	37	2.4027936	-4.171078
293T	untreated	slide1	B4	M64	485	1.7055663	2.0889688
293T	untreated	slide1	B4	M30	949	1.7353603	5.032492
293T	untreated	slide1	B4	M12	1115	2.519871	4.4166646
293T	untreated	slide1	B4	M24	1149	-1.4959244	6.070112
293T	untreated	slide1	B4	M54	712	-0.56746316	6.6646533
293T	untreated	slide1	B4	M44	605	-1.0625974	1.6753246
786O	ALY kd8	slide1	A2	M14	57	3.520599	-2.996074
293T	untreated	slide1	B4	M20	1055	-1.0464646	2.649099
293T	untreated	slide1	B4	M43	516	2.3864026	1.5778831
293T	untreated	slide1	B4	M3	1245	1.2149066	5.843845
293T	untreated	slide1	B4	M61	566	1.1169493	5.2805142
786O	ALY kd5	slide1	B1	M27	148	2.5577867	-3.9951887
786O	ALY kd5	slide1	B1	M31	76	3.4471505	-2.6121166
293T	untreated	slide1	B4	M58	582	-1.7574303	6.2301164
293T	untreated	slide1	B4	M1	914	-2.6547337	5.512567
786O	FIBP kd7	slide1	A4	M58	43	3.286765	-2.1484997
293T	untreated	slide1	B4	M32	1095	-0.4335372	6.1175756
293T	untreated	slide1	B4	M37	619	2.383052	1.7045548
293T	untreated	slide1	B4	M35	879	-2.3041458	2.0379071
293T	untreated	slide1	B4	M40	1126	3.030404	3.109526
293T	untreated	slide1	B4	M2	1179	-1.999981	5.100072
786O	FIBP kd7	slide1	A4	M17	48	2.4859066	-2.5130076
786O	ALY kd5	slide1	B1	M33	44	2.4407334	-4.4363337
293T	untreated	slide1	B4	M23	1212	2.2029028	4.501223
786O	SART1 kd6	slide1	A3	M4	49	3.1250992	-2.7188208
293T	untreated	slide1	B4	M40	1126	-2.3171525	6.182489
293T	untreated	slide1	B4	M9	856	-0.26939628	1.841165
293T	untreated	slide1	B4	M13	1100	0.073143445	6.009069
293T	untreated	slide1	B4	M41	726	2.4592223	2.828485
786O	SART1 kd4	slide1	B2	M34	97	3.6939445	-1.3547533
293T	untreated	slide1	B4	M36	857	0.5900067	6.132904
786O	ALY kd5	slide1	B1	M28	54	2.3446686	-3.8587768
293T	untreated	slide1	B4	M32	1095	0.55201495	6.782008
293T	untreated	slide1	B4	M35	879	2.498863	5.740046
293T	untreated	slide1	B4	M12	1115	-0.58405495	6.8237085
