Metadata_CellLine	Metadata_Condition	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_Nuclei_Site_Count	UMAP0	UMAP1
293T	untreated	slide1	B4	M28	826	-0.6535107	5.4223905
293T	untreated	slide1	B4	M15	1182	1.219255	5.6000075
293T	untreated	slide1	B4	M26	1052	-1.0133799	3.6956205
293T	untreated	slide1	B4	M10	1168	-1.1155051	4.9319987
293T	untreated	slide1	B4	M40	1126	0.15184067	3.0365632
293T	untreated	slide1	B4	M56	667	1.3150667	4.6760597
786O	FIBP kd7	slide1	A4	M45	61	2.9136832	-2.988287
293T	untreated	slide1	B4	M34	1097	1.4891405	11.531239
293T	untreated	slide1	B4	M7	538	0.048161183	6.8329782
786O	SART1 kd4	slide1	B2	M31	89	3.8571746	-2.043344
293T	untreated	slide1	B4	M33	1083	0.47493055	11.416843
293T	untreated	slide1	B4	M58	582	2.89601	3.6394975
293T	untreated	slide1	B4	M33	1083	1.3556682	6.2504616
293T	untreated	slide1	B4	M11	1143	-1.3973249	4.6865826
293T	untreated	slide1	B4	M36	857	-0.4847442	0.94392335
293T	untreated	slide1	B4	M21	901	-1.495344	6.884819
293T	untreated	slide1	B4	M3	1245	3.194506	4.873431
293T	untreated	slide1	B4	M19	1151	0.5461967	11.645262
293T	untreated	slide1	B4	M34	1097	-1.944479	4.464547
293T	untreated	slide1	B4	M11	1143	2.4752069	2.0547655
786O	FIBP kd7	slide1	A4	M20	59	3.1747816	-2.6476843
293T	untreated	slide1	B4	M52	682	-0.47070572	2.244147
786O	SART1 kd4	slide1	B2	M47	70	3.4904332	-2.879575
293T	untreated	slide1	B4	M10	1168	-1.4916255	6.099323
293T	untreated	slide1	B4	M6	1016	3.1395047	3.1371527
293T	untreated	slide1	B4	M25	1326	2.0752766	4.9481335
293T	untreated	slide1	B4	M58	582	-0.8497657	1.9095322
293T	untreated	slide1	B4	M53	529	-2.291718	2.9542468
786O	FIBP kd6	slide1	B3	M20	146	2.2416728	-2.6371822
293T	untreated	slide1	B4	M54	712	-0.9444475	2.2522583
293T	untreated	slide1	B4	M30	949	-1.4621266	1.4103982
293T	untreated	slide1	B4	M59	647	1.0708911	6.3582735
293T	untreated	slide1	B4	M50	825	-1.3394259	4.5695443
293T	untreated	slide1	B4	M38	695	-1.3057055	5.008229
293T	untreated	slide1	B4	M3	1245	-1.1975336	5.1874714
293T	untreated	slide1	B4	M44	605	-1.365331	3.5110538
293T	untreated	slide1	B4	M19	1151	0.6373624	10.49498
786O	SART1 kd4	slide1	B2	M37	31	2.8263822	-3.0344563
786O	FIBP kd6	slide1	B3	M40	40	9.796969	2.9522223
293T	untreated	slide1	B4	M34	1097	0.044425156	1.6602842
293T	untreated	slide1	B4	M64	485	0.5621502	4.1530433
293T	untreated	slide1	B4	M23	1212	-1.3653979	1.5377458
786O	ALY kd8	slide1	A2	M31	78	9.748609	2.9285114
293T	untreated	slide1	B4	M5	1062	-2.4972525	3.787607
293T	untreated	slide1	B4	M11	1143	-1.2700979	6.6464186
786O	FIBP kd6	slide1	B3	M25	47	3.081648	3.2959294
786O	FIBP kd7	slide1	A4	M13	45	3.5118666	-2.543298
293T	untreated	slide1	B4	M35	879	2.3654594	5.361943
293T	untreated	slide1	B4	M13	1100	-1.8527734	2.2169328
293T	untreated	slide1	B4	M49	889	0.15888718	3.2561123
293T	untreated	slide1	B4	M63	1008	-0.033953633	7.071902
293T	untreated	slide1	B4	M33	1083	3.4310715	3.0761228
786O	SART1 kd6	slide1	A3	M5	67	2.543042	-2.7922513
786O	FIBP kd7	slide1	A4	M29	121	2.7744012	-1.9071015
293T	untreated	slide1	B4	M42	637	2.3530366	4.982701
293T	untreated	slide1	B4	M54	712	1.0013291	2.1412034
293T	untreated	slide1	B4	M58	582	-0.05948931	0.94358134
293T	untreated	slide1	B4	M16	1079	3.491709	3.1291878
786O	SART1 kd4	slide1	B2	M5	73	1.8758096	-1.6939814
786O	SART1 kd4	slide1	B2	M60	108	8.733474	3.0036073
293T	untreated	slide1	B4	M5	1062	1.4974722	2.1475048
293T	untreated	slide1	B4	M48	968	-1.194612	1.7915134
293T	untreated	slide1	B4	M5	1062	0.78491807	10.913425
786O	SART1 kd6	slide1	A3	M29	54	2.5614653	-3.2146628
293T	untreated	slide1	B4	M58	582	1.0757884	6.705867
293T	untreated	slide1	B4	M59	647	2.5411322	6.470298
293T	untreated	slide1	B4	M22	1082	1.7300867	6.0111113
786O	FIBP kd7	slide1	A4	M30	142	2.1389954	-2.4789603
293T	untreated	slide1	B4	M49	889	-1.8589487	1.306043
786O	FIBP kd6	slide1	B3	M40	40	3.5189915	-1.372608
293T	untreated	slide1	B4	M27	734	2.2709737	2.3624742
293T	untreated	slide1	B4	M12	1115	0.01771382	6.4166336
786O	ALY kd8	slide1	A2	M15	65	3.3381777	-2.5922015
293T	untreated	slide1	B4	M1	914	-0.7698886	3.160183
293T	untreated	slide1	B4	M14	1028	-1.1676328	6.860467
293T	untreated	slide1	B4	M26	1052	1.9544574	5.333495
293T	untreated	slide1	B4	M57	721	-1.887572	4.5830784
293T	untreated	slide1	B4	M21	901	-0.9566754	1.4862925
293T	untreated	slide1	B4	M14	1028	-0.16740514	6.2074304
293T	untreated	slide1	B4	M34	1097	-0.99810344	3.1447947
293T	untreated	slide1	B4	M28	826	-1.2484295	6.6082263
293T	untreated	slide1	B4	M20	1055	1.4367892	11.635564
293T	untreated	slide1	B4	M20	1055	-0.943546	2.0903041
786O	SART1 kd4	slide1	B2	M30	75	3.8138764	-2.3171139
293T	untreated	slide1	B4	M15	1182	-0.366847	5.3978395
293T	untreated	slide1	B4	M30	949	-0.67155546	1.2169362
293T	untreated	slide1	B4	M19	1151	0.16206014	2.8595836
293T	untreated	slide1	B4	M51	782	0.87814075	4.8086762
293T	untreated	slide1	B4	M1	914	-2.5803666	3.8292117
293T	untreated	slide1	B4	M32	1095	2.7056458	5.620862
293T	untreated	slide1	B4	M14	1028	-2.8712912	4.8854103
786O	ALY kd5	slide1	B1	M33	44	3.3455489	-3.2611299
293T	untreated	slide1	B4	M38	695	-0.5438844	6.39487
293T	untreated	slide1	B4	M57	721	2.7577844	3.8862476
293T	untreated	slide1	B4	M46	784	0.88489234	2.229412
293T	untreated	slide1	B4	M34	1097	-1.8251536	4.2572346
786O	SART1 kd4	slide1	B2	M26	69	2.4927638	-3.990831
786O	ALY kd8	slide1	A2	M55	30	3.260342	-2.684048
786O	FIBP kd7	slide1	A4	M33	61	4.3875794	-1.6660371
293T	untreated	slide1	B4	M60	603	-2.6590953	5.921606
293T	untreated	slide1	B4	M27	734	2.7464623	2.3764641
293T	untreated	slide1	B4	M3	1245	-0.5832491	1.3844513
293T	untreated	slide1	B4	M37	619	2.0831099	6.805409
786O	SART1 kd4	slide1	B2	M12	65	3.081903	-1.2510427
293T	untreated	slide1	B4	M3	1245	-2.4109678	4.3125544
293T	untreated	slide1	B4	M32	1095	2.7566736	6.337499
293T	untreated	slide1	B4	M40	1126	-2.2005093	3.0657125
293T	untreated	slide1	B4	M50	825	2.3182716	5.314033
293T	untreated	slide1	B4	M13	1100	0.40599835	5.701353
293T	untreated	slide1	B4	M3	1245	0.5300426	2.4602375
786O	FIBP kd7	slide1	A4	M33	61	3.1512299	-2.7832391
293T	untreated	slide1	B4	M10	1168	-1.5177207	6.426337
293T	untreated	slide1	B4	M48	968	1.1030068	5.538558
293T	untreated	slide1	B4	M31	1077	2.3235114	3.7260048
293T	untreated	slide1	B4	M42	637	-1.2161713	3.4561968
786O	ALY kd8	slide1	A2	M14	57	2.4721546	-2.656496
293T	untreated	slide1	B4	M39	886	1.5890874	11.571231
293T	untreated	slide1	B4	M14	1028	-0.116306245	2.3033433
786O	ALY kd8	slide1	A2	M22	66	3.7050045	-1.9164786
293T	untreated	slide1	B4	M34	1097	0.20341307	2.8772473
786O	SART1 kd6	slide1	A3	M27	142	2.4345124	-1.4506974
786O	SART1 kd6	slide1	A3	M15	33	3.4429772	-2.0398564
293T	untreated	slide1	B4	M2	1179	2.6828837	3.4422767
293T	untreated	slide1	B4	M53	529	-1.4896238	4.778081
293T	untreated	slide1	B4	M30	949	-2.8382163	3.3743424
293T	untreated	slide1	B4	M34	1097	-0.21122892	5.923354
293T	untreated	slide1	B4	M32	1095	-2.1701486	2.6874428
293T	untreated	slide1	B4	M30	949	2.6155252	5.676502
786O	ALY kd8	slide1	A2	M25	26	3.6527784	-1.5440052
786O	FIBP kd7	slide1	A4	M29	121	2.5606103	-1.5970049
293T	untreated	slide1	B4	M62	625	2.8570995	3.6272707
293T	untreated	slide1	B4	M48	968	0.78299594	1.4228526
293T	untreated	slide1	B4	M26	1052	0.798891	10.648997
786O	FIBP kd7	slide1	A4	M30	142	2.5801976	-3.412774
293T	untreated	slide1	B4	M5	1062	-3.890878	4.725402
293T	untreated	slide1	B4	M54	712	-2.2403753	3.1358225
293T	untreated	slide1	B4	M35	879	-2.3722055	5.383547
293T	untreated	slide1	B4	M10	1168	2.305931	4.473244
293T	untreated	slide1	B4	M4	1128	-1.9976097	3.0438752
786O	FIBP kd7	slide1	A4	M36	106	2.483623	-1.8154118
293T	untreated	slide1	B4	M57	721	0.48100716	6.861745
293T	untreated	slide1	B4	M26	1052	-2.0205536	1.9223976
293T	untreated	slide1	B4	M61	566	2.1727316	2.5108728
293T	untreated	slide1	B4	M54	712	-0.054818954	6.1027827
293T	untreated	slide1	B4	M36	857	1.4256824	5.800169
293T	untreated	slide1	B4	M46	784	-1.7831815	5.385333
293T	untreated	slide1	B4	M51	782	1.96187	4.6020293
293T	untreated	slide1	B4	M13	1100	-1.4584568	5.89055
786O	NTC	slide1	A1	M12	49	4.1464057	-2.7959867
293T	untreated	slide1	B4	M16	1079	-0.13488872	6.3740134
786O	ALY kd8	slide1	A2	M21	65	3.9833345	-1.4673655
786O	NTC	slide1	A1	M45	89	2.1155064	-2.1662452
786O	SART1 kd6	slide1	A3	M5	67	2.416074	-2.8433063
293T	untreated	slide1	B4	M19	1151	-0.44889477	5.871864
293T	untreated	slide1	B4	M16	1079	0.5269065	4.8894105
293T	untreated	slide1	B4	M40	1126	-1.6537192	5.640539
293T	untreated	slide1	B4	M33	1083	-1.0724913	3.7107623
786O	FIBP kd6	slide1	B3	M40	40	2.9551303	-1.1762776
786O	ALY kd5	slide1	B1	M31	76	3.0415342	-1.7509705
293T	untreated	slide1	B4	M29	765	-1.9424781	3.4739826
293T	untreated	slide1	B4	M62	625	0.5496343	11.599727
293T	untreated	slide1	B4	M59	647	2.9061944	5.626695
293T	untreated	slide1	B4	M26	1052	-2.619392	3.0308137
293T	untreated	slide1	B4	M4	1128	-1.7977996	6.3688602
293T	untreated	slide1	B4	M29	765	-0.8563276	1.398037
293T	untreated	slide1	B4	M22	1082	-2.872249	4.493497
293T	untreated	slide1	B4	M45	622	-0.90916526	5.515955
293T	untreated	slide1	B4	M2	1179	0.11689248	5.7694283
293T	untreated	slide1	B4	M20	1055	1.7201579	11.9195
293T	untreated	slide1	B4	M16	1079	-1.580034	4.6833043
786O	FIBP kd7	slide1	A4	M30	142	3.7632213	-1.5718471
293T	untreated	slide1	B4	M24	1149	2.7180126	5.8828454
293T	untreated	slide1	B4	M61	566	-2.4352782	4.8319526
293T	untreated	slide1	B4	M15	1182	-2.0573199	6.187494
293T	untreated	slide1	B4	M4	1128	-1.6701983	3.121031
786O	FIBP kd6	slide1	B3	M25	47	2.4905758	-3.192701
293T	untreated	slide1	B4	M34	1097	0.38510588	1.0135604
293T	untreated	slide1	B4	M22	1082	-0.025485028	3.2258503
293T	untreated	slide1	B4	M1	914	-0.44726482	2.0933528
293T	untreated	slide1	B4	M27	734	-1.6673837	3.694145
786O	FIBP kd7	slide1	A4	M43	73	3.3946009	3.3856254
293T	untreated	slide1	B4	M24	1149	0.5826467	10.489655
293T	untreated	slide1	B4	M35	879	2.0971274	2.5528557
293T	untreated	slide1	B4	M11	1143	-1.3310146	5.049475
293T	untreated	slide1	B4	M12	1115	2.3730762	2.357503
293T	untreated	slide1	B4	M57	721	0.21434231	6.375294
293T	untreated	slide1	B4	M48	968	-0.23331833	4.2090473
293T	untreated	slide1	B4	M47	852	0.17479321	2.8100247
293T	untreated	slide1	B4	M23	1212	2.9128718	5.615794
293T	untreated	slide1	B4	M32	1095	-1.9612619	6.4042625
293T	untreated	slide1	B4	M50	825	-1.5935024	1.5232887
293T	untreated	slide1	B4	M12	1115	-0.587775	2.1618335
293T	untreated	slide1	B4	M16	1079	1.8597559	6.4321933
293T	untreated	slide1	B4	M48	968	-1.4909606	2.016109
293T	untreated	slide1	B4	M16	1079	-1.9445472	3.7702622
786O	ALY kd8	slide1	A2	M38	66	3.599727	-1.5563322
293T	untreated	slide1	B4	M40	1126	0.7832472	6.967595
293T	untreated	slide1	B4	M10	1168	1.799601	4.6168466
293T	untreated	slide1	B4	M7	538	-0.09624345	7.026925
293T	untreated	slide1	B4	M39	886	2.8982801	5.769059
293T	untreated	slide1	B4	M4	1128	0.7948194	10.083503
293T	untreated	slide1	B4	M25	1326	1.2132028	5.0690994
293T	untreated	slide1	B4	M58	582	-1.2445501	6.2113853
293T	untreated	slide1	B4	M19	1151	1.777753	6.9848733
293T	untreated	slide1	B4	M1	914	-2.8403535	5.110405
293T	untreated	slide1	B4	M62	625	0.20904435	1.0624387
293T	untreated	slide1	B4	M29	765	2.393573	1.8938591
293T	untreated	slide1	B4	M33	1083	3.0520217	5.2565823
293T	untreated	slide1	B4	M16	1079	0.72087497	11.638182
786O	FIBP kd6	slide1	B3	M29	168	2.5644426	-0.7729753
293T	untreated	slide1	B4	M4	1128	-1.6662734	4.9855022
293T	untreated	slide1	B4	M15	1182	0.43813792	4.0548983
293T	untreated	slide1	B4	M49	889	-2.3919206	2.3465831
293T	untreated	slide1	B4	M31	1077	-1.533389	4.242311
293T	untreated	slide1	B4	M11	1143	1.3169479	6.147999
293T	untreated	slide1	B4	M19	1151	0.49055162	11.472666
293T	untreated	slide1	B4	M50	825	-0.356405	5.3513036
293T	untreated	slide1	B4	M54	712	-1.9224339	3.2540448
786O	ALY kd8	slide1	A2	M1	32	2.8348682	-3.0044441
293T	untreated	slide1	B4	M46	784	1.2857902	4.7463775
293T	untreated	slide1	B4	M1	914	2.4983478	3.07717
293T	untreated	slide1	B4	M50	825	2.7454803	5.0277486
293T	untreated	slide1	B4	M12	1115	-2.3027997	4.40035
293T	untreated	slide1	B4	M32	1095	-3.055488	4.2106876
293T	untreated	slide1	B4	M2	1179	0.04572753	6.28847
293T	untreated	slide1	B4	M25	1326	-0.98357385	1.8236258
293T	untreated	slide1	B4	M43	516	0.4424021	4.6049523
293T	untreated	slide1	B4	M18	1210	1.4842142	4.603658
293T	untreated	slide1	B4	M52	682	1.0406544	6.684502
786O	FIBP kd7	slide1	A4	M30	142	9.789863	2.7395246
293T	untreated	slide1	B4	M28	826	-1.6488203	4.965797
293T	untreated	slide1	B4	M1	914	1.5843327	4.8784857
293T	untreated	slide1	B4	M32	1095	2.3758073	2.1943386
293T	untreated	slide1	B4	M28	826	-1.9705907	3.7394922
293T	untreated	slide1	B4	M11	1143	1.2748823	11.5881405
786O	SART1 kd4	slide1	B2	M34	97	2.8445032	-4.0163193
786O	SART1 kd6	slide1	A3	M64	21	9.774899	2.9327974
293T	untreated	slide1	B4	M12	1115	-0.9008156	4.624737
293T	untreated	slide1	B4	M24	1149	-2.2416844	4.8254943
293T	untreated	slide1	B4	M31	1077	-1.5643256	3.3619702
293T	untreated	slide1	B4	M17	1277	-1.482834	0.865184
293T	untreated	slide1	B4	M20	1055	0.36235172	4.2791834
786O	FIBP kd7	slide1	A4	M27	113	2.4708529	-1.8703487
293T	untreated	slide1	B4	M58	582	0.6843661	6.937749
293T	untreated	slide1	B4	M16	1079	-2.5236983	6.1289763
293T	untreated	slide1	B4	M40	1126	-1.032139	5.692574
293T	untreated	slide1	B4	M19	1151	-1.1790946	2.767994
786O	ALY kd8	slide1	A2	M37	82	2.396279	-3.2700927
786O	SART1 kd6	slide1	A3	M49	52	2.0134156	-2.5831707
293T	untreated	slide1	B4	M61	566	-0.7016674	2.0514448
786O	ALY kd8	slide1	A2	M14	57	3.9047568	-1.6463029
293T	untreated	slide1	B4	M52	682	-0.34763572	2.9891458
293T	untreated	slide1	B4	M25	1326	-0.13302015	1.4296591
786O	FIBP kd6	slide1	B3	M27	125	2.4591453	-1.3645438
293T	untreated	slide1	B4	M33	1083	0.6878541	2.8592107
293T	untreated	slide1	B4	M46	784	-1.8940438	2.819647
293T	untreated	slide1	B4	M5	1062	-1.685919	4.2776265
786O	ALY kd8	slide1	A2	M26	68	4.1537857	-2.1028578
293T	untreated	slide1	B4	M21	901	0.97177047	5.85065
293T	untreated	slide1	B4	M24	1149	2.483739	2.1479185
786O	ALY kd5	slide1	B1	M27	148	2.8107638	-1.3243619
293T	untreated	slide1	B4	M15	1182	1.2644978	4.8562536
786O	NTC	slide1	A1	M6	61	-1.8593353	1.3582814
786O	FIBP kd7	slide1	A4	M38	95	2.8976903	-2.0616357
293T	untreated	slide1	B4	M62	625	3.275479	3.0456064
293T	untreated	slide1	B4	M51	782	-2.40796	4.0851035
293T	untreated	slide1	B4	M13	1100	-2.3566813	5.904761
293T	untreated	slide1	B4	M42	637	-0.9046088	3.1675026
293T	untreated	slide1	B4	M33	1083	1.249145	4.712868
293T	untreated	slide1	B4	M57	721	-1.0800298	2.8667977
293T	untreated	slide1	B4	M54	712	-0.9232948	4.9301176
293T	untreated	slide1	B4	M3	1245	-1.7377486	1.8530766
293T	untreated	slide1	B4	M63	1008	-0.20899129	2.8352783
293T	untreated	slide1	B4	M19	1151	1.5762862	11.607842
293T	untreated	slide1	B4	M5	1062	2.25677	2.2112236
293T	untreated	slide1	B4	M32	1095	2.1915672	4.876066
786O	SART1 kd6	slide1	A3	M49	52	3.4396029	-4.633839
293T	untreated	slide1	B4	M1	914	0.10373668	5.138918
293T	untreated	slide1	B4	M20	1055	2.6225362	5.6333113
786O	ALY kd5	slide1	B1	M43	90	2.7253795	-2.8282876
786O	ALY kd8	slide1	A2	M45	39	2.3650973	-2.927422
293T	untreated	slide1	B4	M33	1083	-0.045597624	6.6677313
293T	untreated	slide1	B4	M18	1210	0.7545211	10.702714
293T	untreated	slide1	B4	M8	419	-3.841762	4.7006083
293T	untreated	slide1	B4	M18	1210	-2.5063236	6.1721096
293T	untreated	slide1	B4	M9	856	-0.015432914	6.621377
786O	FIBP kd6	slide1	B3	M27	125	2.4602504	-2.393674
786O	SART1 kd4	slide1	B2	M23	33	2.5206678	-1.4568423
293T	untreated	slide1	B4	M32	1095	-0.7972827	5.054898
293T	untreated	slide1	B4	M40	1126	1.6483382	6.159709
293T	untreated	slide1	B4	M4	1128	-0.27053016	3.0583024
293T	untreated	slide1	B4	M54	712	-1.8956769	4.4679904
293T	untreated	slide1	B4	M36	857	-1.5963207	1.5102502
293T	untreated	slide1	B4	M52	682	0.85956144	4.2691936
293T	untreated	slide1	B4	M5	1062	2.1993272	2.3621554
293T	untreated	slide1	B4	M18	1210	-2.483271	5.1345205
293T	untreated	slide1	B4	M5	1062	-2.2124007	6.050182
293T	untreated	slide1	B4	M60	603	-0.13248868	1.2851369
293T	untreated	slide1	B4	M16	1079	-1.8687854	1.4752513
293T	untreated	slide1	B4	M17	1277	0.09243323	6.904328
293T	untreated	slide1	B4	M28	826	0.42869386	6.2971025
293T	untreated	slide1	B4	M22	1082	-2.0756292	6.034377
293T	untreated	slide1	B4	M16	1079	0.40527412	3.592795
786O	ALY kd8	slide1	A2	M21	65	3.5334582	-2.8008893
293T	untreated	slide1	B4	M22	1082	-2.397508	3.7674694
293T	untreated	slide1	B4	M41	726	-2.2201517	5.551209
293T	untreated	slide1	B4	M6	1016	-3.7048314	4.7781014
293T	untreated	slide1	B4	M35	879	-1.1277858	6.5267644
293T	untreated	slide1	B4	M5	1062	2.7495215	3.0195072
293T	untreated	slide1	B4	M47	852	-2.4226952	2.918629
293T	untreated	slide1	B4	M6	1016	-0.43105638	7.156669
293T	untreated	slide1	B4	M2	1179	-2.7012074	3.7697885
293T	untreated	slide1	B4	M3	1245	1.1180031	4.971279
293T	untreated	slide1	B4	M45	622	2.076358	5.2731504
293T	untreated	slide1	B4	M14	1028	0.68722147	2.588738
293T	untreated	slide1	B4	M48	968	0.1531864	6.0872645
293T	untreated	slide1	B4	M9	856	1.7548072	2.3479939
786O	SART1 kd6	slide1	A3	M6	44	2.3614752	-2.2389839
786O	ALY kd8	slide1	A2	M15	65	2.7469819	-3.4010062
293T	untreated	slide1	B4	M63	1008	-1.4206406	1.4491395
786O	ALY kd5	slide1	B1	M20	32	3.4003184	-2.6903892
293T	untreated	slide1	B4	M36	857	-2.0755947	2.9097617
293T	untreated	slide1	B4	M31	1077	-1.1921626	2.4936762
293T	untreated	slide1	B4	M56	667	-0.72046685	2.2663517
293T	untreated	slide1	B4	M28	826	2.3060775	2.2855418
293T	untreated	slide1	B4	M25	1326	2.4416683	3.2257566
293T	untreated	slide1	B4	M48	968	-2.559784	6.161791
293T	untreated	slide1	B4	M27	734	-1.903071	3.7421045
293T	untreated	slide1	B4	M37	619	1.9906029	4.374139
293T	untreated	slide1	B4	M44	605	1.3845897	11.870144
786O	FIBP kd7	slide1	A4	M36	106	2.5541346	-1.3182951
293T	untreated	slide1	B4	M41	726	-0.9264703	1.7948883
293T	untreated	slide1	B4	M10	1168	-2.9023414	3.9013355
293T	untreated	slide1	B4	M16	1079	-2.2651396	6.6875362
293T	untreated	slide1	B4	M48	968	2.0387564	5.8621616
293T	untreated	slide1	B4	M17	1277	0.054443493	6.6608286
293T	untreated	slide1	B4	M2	1179	-2.159102	1.5862865
786O	SART1 kd4	slide1	B2	M5	73	3.0735908	-1.68187
786O	ALY kd8	slide1	A2	M26	68	3.7905264	-3.2745361
293T	untreated	slide1	B4	M34	1097	2.2175348	3.192476
293T	untreated	slide1	B4	M20	1055	0.36003926	5.1075172
293T	untreated	slide1	B4	M45	622	-1.7144068	5.832137
293T	untreated	slide1	B4	M10	1168	0.035367552	4.967308
786O	FIBP kd7	slide1	A4	M38	95	3.8830388	-1.5667855
293T	untreated	slide1	B4	M21	901	1.4501061	6.7594094
293T	untreated	slide1	B4	M42	637	-1.6878982	5.4270897
293T	untreated	slide1	B4	M26	1052	-1.5244365	3.9584348
293T	untreated	slide1	B4	M2	1179	-1.5553622	0.85907704
293T	untreated	slide1	B4	M8	419	-3.91907	4.7871566
293T	untreated	slide1	B4	M47	852	-2.274823	4.032926
293T	untreated	slide1	B4	M5	1062	-1.0657803	5.226032
293T	untreated	slide1	B4	M51	782	-2.5311084	2.6676826
293T	untreated	slide1	B4	M21	901	0.2970153	3.1786845
293T	untreated	slide1	B4	M5	1062	-1.6737216	6.357157
786O	SART1 kd6	slide1	A3	M25	29	2.8609948	-2.598729
293T	untreated	slide1	B4	M4	1128	-2.5750158	5.9252205
293T	untreated	slide1	B4	M43	516	-1.4304328	5.0915675
786O	FIBP kd6	slide1	B3	M27	125	2.546884	-1.2342323
293T	untreated	slide1	B4	M16	1079	-2.8111227	5.249798
293T	untreated	slide1	B4	M50	825	-0.55782443	2.223032
786O	FIBP kd6	slide1	B3	M23	37	2.5335932	-4.387546
293T	untreated	slide1	B4	M24	1149	-1.1796347	3.8876848
293T	untreated	slide1	B4	M22	1082	-0.9642701	3.1038227
293T	untreated	slide1	B4	M6	1016	-0.44090047	1.6545347
293T	untreated	slide1	B4	M49	889	-0.20824607	6.474941
786O	SART1 kd6	slide1	A3	M8	31	2.4998503	-2.6370187
293T	untreated	slide1	B4	M24	1149	2.0626106	5.011977
293T	untreated	slide1	B4	M23	1212	-0.9407564	6.637865
293T	untreated	slide1	B4	M59	647	1.7278851	5.735336
293T	untreated	slide1	B4	M3	1245	-1.1931297	5.1885934
293T	untreated	slide1	B4	M37	619	1.4292983	5.483321
293T	untreated	slide1	B4	M29	765	-1.5615388	5.5503235
293T	untreated	slide1	B4	M62	625	-0.96243286	5.260263
786O	ALY kd8	slide1	A2	M27	80	2.7132308	-1.8725258
293T	untreated	slide1	B4	M33	1083	0.27180102	2.9224498
293T	untreated	slide1	B4	M5	1062	0.8136312	5.185283
293T	untreated	slide1	B4	M29	765	1.4739543	6.2642035
786O	SART1 kd4	slide1	B2	M53	76	3.0717142	-4.5521164
293T	untreated	slide1	B4	M11	1143	-1.2458622	6.2242002
