Metadata_CellLine	Metadata_Condition	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_Nuclei_Site_Count	UMAP0	UMAP1
293T	untreated	slide2	B4	M28	689	-3.1760707	4.15534
786O	DDX39A kd1	slide2	B1	M22	201	4.2078166	5.332969
293T	untreated	slide2	B4	M49	492	0.65141964	11.40845
293T	untreated	slide2	B4	M15	1038	-0.8933372	3.5879114
786O	DDX39A kd4	slide2	A2	M32	59	5.274307	5.983053
786O	DDX39A kd1	slide2	B1	M44	69	3.0072653	12.215457
293T	untreated	slide2	B4	M34	548	0.41340983	1.896456
786O	TMEM259 kd6	slide2	A4	M16	57	5.450173	5.204213
293T	untreated	slide2	B4	M25	876	-0.10943728	1.6609821
293T	untreated	slide2	B4	M8	839	-3.2624335	4.1882005
293T	untreated	slide2	B4	M11	809	0.3291414	3.3105428
293T	untreated	slide2	B4	M32	621	0.2076671	7.637209
786O	NTC	slide2	A1	M25	67	6.475895	5.0223165
293T	untreated	slide2	B4	M20	873	-1.3947631	3.8590662
786O	SARNP kd3	slide2	B2	M38	158	4.29992	5.678787
293T	untreated	slide2	B4	M16	1077	1.0927848	3.3623838
293T	untreated	slide2	B4	M8	839	-0.12346814	2.1839607
786O	DDX39A kd4	slide2	A2	M5	50	5.78352	4.5464087
786O	SARNP kd3	slide2	B2	M21	175	5.0547085	4.2931604
293T	untreated	slide2	B4	M26	833	0.007768833	2.9738097
293T	untreated	slide2	B4	M27	630	-1.6494335	6.804061
293T	untreated	slide2	B4	M5	906	-0.2799534	4.1258035
293T	untreated	slide2	B4	M64	580	0.1586159	7.263772
293T	untreated	slide2	B4	M25	876	-0.5333122	6.6757483
293T	untreated	slide2	B4	M7	788	-0.032830924	7.4585853
293T	untreated	slide2	B4	M5	906	-2.9763486	3.6591291
293T	untreated	slide2	B4	M56	939	-1.462859	6.303409
293T	untreated	slide2	B4	M43	443	-0.6472523	3.4199178
293T	untreated	slide2	B4	M37	545	-2.8676188	3.3485065
293T	untreated	slide2	B4	M16	1077	0.41883627	6.7564015
293T	untreated	slide2	B4	M6	647	-2.1852446	6.737685
293T	untreated	slide2	B4	M26	833	-2.5899882	3.288771
786O	TMEM259 kd6	slide2	A4	M35	70	0.45817924	4.116175
293T	untreated	slide2	B4	M33	465	-1.288983	2.2988906
786O	NTC	slide2	A1	M48	79	3.398285	5.859998
786O	TMEM259 kd5	slide2	B3	M20	199	5.2047772	6.4980373
786O	SARNP kd9	slide2	A3	M62	29	6.365281	5.579979
293T	untreated	slide2	B4	M40	761	1.2293698	5.2536254
786O	SARNP kd3	slide2	B2	M45	57	4.549155	4.6897764
786O	DDX39A kd4	slide2	A2	M11	33	3.734419	4.747126
293T	untreated	slide2	B4	M37	545	1.952088	5.665511
293T	untreated	slide2	B4	M3	982	0.68343955	11.185379
293T	untreated	slide2	B4	M22	641	-2.0770266	7.216831
293T	untreated	slide2	B4	M8	839	-3.4972749	4.287942
786O	DDX39A kd1	slide2	B1	M19	112	3.3683689	6.862646
786O	SARNP kd3	slide2	B2	M30	220	4.725261	5.7002897
293T	untreated	slide2	B4	M20	873	0.53530216	6.020167
293T	untreated	slide2	B4	M55	362	-2.0620844	3.3338022
293T	untreated	slide2	B4	M40	761	-0.8030501	4.382675
293T	untreated	slide2	B4	M50	460	-2.027698	2.8793855
293T	untreated	slide2	B4	M16	1077	-2.8307648	4.8455505
293T	untreated	slide2	B4	M52	302	-0.53275657	6.7475133
786O	TMEM259 kd5	slide2	B3	M27	159	3.8828528	4.9973474
293T	untreated	slide2	B4	M50	460	0.97047704	3.1980877
293T	untreated	slide2	B4	M14	862	-3.2874138	5.662766
786O	SARNP kd9	slide2	A3	M36	42	5.854925	5.9120445
293T	untreated	slide2	B4	M33	465	1.6685556	12.383456
293T	untreated	slide2	B4	M56	939	-0.1763212	7.4549527
293T	untreated	slide2	B4	M23	834	-0.34585652	8.090494
293T	untreated	slide2	B4	M21	850	-1.5075454	5.2744675
293T	untreated	slide2	B4	M48	510	-1.5050474	7.4472985
786O	DDX39A kd4	slide2	A2	M15	48	4.6329083	7.056537
293T	untreated	slide2	B4	M59	169	-2.9049034	5.439963
293T	untreated	slide2	B4	M27	630	1.4708878	5.9359045
293T	untreated	slide2	B4	M27	630	0.9961679	3.241597
786O	TMEM259 kd5	slide2	B3	M37	130	3.201661	6.435326
293T	untreated	slide2	B4	M59	169	1.8607309	3.8918517
786O	DDX39A kd1	slide2	B1	M21	160	4.257671	4.7625895
293T	untreated	slide2	B4	M2	933	-0.037222933	8.21761
293T	untreated	slide2	B4	M21	850	0.64260894	3.2630777
293T	untreated	slide2	B4	M50	460	-1.265232	2.3898928
293T	untreated	slide2	B4	M32	621	2.115892	12.351805
293T	untreated	slide2	B4	M25	876	-1.2104201	6.657097
293T	untreated	slide2	B4	M11	809	0.79460794	6.42458
293T	untreated	slide2	B4	M64	580	-3.6303499	5.561368
293T	untreated	slide2	B4	M5	906	-0.8178583	6.6959023
293T	untreated	slide2	B4	M36	349	1.4192008	4.316064
293T	untreated	slide2	B4	M7	788	0.7025757	2.9662158
786O	DDX39A kd1	slide2	B1	M38	142	2.9128122	5.0505443
293T	untreated	slide2	B4	M64	580	-0.48159936	3.3771012
293T	untreated	slide2	B4	M41	1003	-0.8725526	6.712694
293T	untreated	slide2	B4	M10	775	-0.46532714	4.709659
293T	untreated	slide2	B4	M11	809	-0.5083831	3.7043726
786O	DDX39A kd4	slide2	A2	M29	78	3.0821226	5.331793
293T	untreated	slide2	B4	M21	850	-1.774286	2.4936457
293T	untreated	slide2	B4	M41	1003	-2.242279	5.329388
293T	untreated	slide2	B4	M64	580	0.452011	7.422318
786O	TMEM259 kd6	slide2	A4	M28	159	3.4116302	4.97503
786O	DDX39A kd4	slide2	A2	M34	34	4.893978	6.679426
293T	untreated	slide2	B4	M28	689	1.9110478	4.7931967
293T	untreated	slide2	B4	M24	799	-0.5387822	1.8332908
293T	untreated	slide2	B4	M33	465	-2.6601562	6.910241
293T	untreated	slide2	B4	M9	726	-2.4288511	3.5719597
786O	TMEM259 kd5	slide2	B3	M38	151	3.201314	6.2978625
786O	DDX39A kd4	slide2	A2	M10	74	5.253463	6.7188973
293T	untreated	slide2	B4	M34	548	-0.9805916	7.8456187
293T	untreated	slide2	B4	M9	726	0.16006659	7.1066484
293T	untreated	slide2	B4	M37	545	-2.0618668	5.1097956
293T	untreated	slide2	B4	M7	788	-0.51627964	1.9317971
293T	untreated	slide2	B4	M16	1077	-0.16591786	2.67539
293T	untreated	slide2	B4	M2	933	-0.409063	6.058949
293T	untreated	slide2	B4	M2	933	0.3468195	7.6744676
786O	SARNP kd3	slide2	B2	M26	109	3.1489782	6.687682
293T	untreated	slide2	B4	M7	788	-1.4592791	5.4274035
786O	SARNP kd9	slide2	A3	M6	30	4.8986607	7.351732
293T	untreated	slide2	B4	M27	630	-0.86915356	6.3585963
293T	untreated	slide2	B4	M33	465	0.787536	12.159597
293T	untreated	slide2	B4	M54	346	1.2170869	6.5395594
293T	untreated	slide2	B4	M37	545	-0.93464583	3.060171
293T	untreated	slide2	B4	M51	447	0.22111095	7.098508
293T	untreated	slide2	B4	M22	641	-0.11525441	7.699824
293T	untreated	slide2	B4	M7	788	0.06948358	3.5806005
293T	untreated	slide2	B4	M15	1038	-1.9257414	5.683916
786O	DDX39A kd4	slide2	A2	M62	20	4.003198	4.253697
786O	TMEM259 kd5	slide2	B3	M2	31	5.341733	5.18618
293T	untreated	slide2	B4	M38	590	1.218638	12.488497
293T	untreated	slide2	B4	M35	515	-0.4505064	7.123201
293T	untreated	slide2	B4	M9	726	1.4142996	4.501604
786O	NTC	slide2	A1	M16	39	4.6492667	6.9533286
786O	SARNP kd9	slide2	A3	M18	48	5.535321	6.61638
786O	TMEM259 kd5	slide2	B3	M35	119	3.6740298	4.623596
293T	untreated	slide2	B4	M60	233	2.8588388	6.567669
786O	DDX39A kd1	slide2	B1	M13	36	3.4964814	4.684844
293T	untreated	slide2	B4	M40	761	-0.25172007	1.8340592
293T	untreated	slide2	B4	M25	876	1.4638586	12.3795
293T	untreated	slide2	B4	M28	689	-0.41798988	7.176517
293T	untreated	slide2	B4	M28	689	1.0892748	2.7173421
293T	untreated	slide2	B4	M22	641	-0.18109824	8.157616
786O	TMEM259 kd5	slide2	B3	M35	119	4.72827	5.5026293
293T	untreated	slide2	B4	M23	834	-3.092356	3.322943
786O	SARNP kd3	slide2	B2	M20	129	5.140196	4.559652
293T	untreated	slide2	B4	M26	833	-3.8413956	5.0555844
293T	untreated	slide2	B4	M62	487	-2.232643	4.151498
293T	untreated	slide2	B4	M46	446	-1.1482241	6.56907
786O	DDX39A kd1	slide2	B1	M28	167	3.370811	6.063346
293T	untreated	slide2	B4	M47	504	-0.8913583	4.918612
293T	untreated	slide2	B4	M40	761	0.85565805	5.713663
293T	untreated	slide2	B4	M48	510	-3.0620012	5.4596734
293T	untreated	slide2	B4	M27	630	0.4223402	1.9999881
786O	TMEM259 kd5	slide2	B3	M35	119	4.0689673	4.685636
786O	SARNP kd3	slide2	B2	M44	70	3.034681	6.070055
293T	untreated	slide2	B4	M53	245	0.27932465	7.254315
293T	untreated	slide2	B4	M48	510	2.1475444	12.366394
786O	TMEM259 kd5	slide2	B3	M42	68	4.008854	4.957589
786O	DDX39A kd4	slide2	A2	M33	45	4.854933	6.783997
293T	untreated	slide2	B4	M12	745	1.2002376	12.491656
293T	untreated	slide2	B4	M39	595	-0.7587434	2.4862177
293T	untreated	slide2	B4	M27	630	-0.10506379	6.672715
293T	untreated	slide2	B4	M44	450	-0.15520123	4.3705006
293T	untreated	slide2	B4	M11	809	-0.578321	3.5389764
293T	untreated	slide2	B4	M42	492	-1.2359983	3.9915564
786O	TMEM259 kd5	slide2	B3	M45	120	3.5946293	6.814235
293T	untreated	slide2	B4	M13	873	-2.88682	3.3944464
786O	SARNP kd9	slide2	A3	M10	38	5.3515906	6.575066
293T	untreated	slide2	B4	M3	982	-2.6413937	5.834561
293T	untreated	slide2	B4	M41	1003	-1.4833401	4.215841
786O	DDX39A kd4	slide2	A2	M9	69	5.4968348	6.5067616
293T	untreated	slide2	B4	M20	873	-2.8958628	2.8457916
293T	untreated	slide2	B4	M16	1077	-1.8556038	6.638511
293T	untreated	slide2	B4	M62	487	-1.9043468	5.920333
293T	untreated	slide2	B4	M58	263	0.36554384	2.1992726
786O	TMEM259 kd5	slide2	B3	M29	133	4.2871094	4.15526
786O	DDX39A kd4	slide2	A2	M22	43	5.1622667	6.2167287
293T	untreated	slide2	B4	M9	726	-0.1733559	1.7426159
786O	NTC	slide2	A1	M23	75	6.7538824	5.0681567
293T	untreated	slide2	B4	M35	515	-2.7971592	4.280367
293T	untreated	slide2	B4	M51	447	-2.1039584	3.5461662
293T	untreated	slide2	B4	M29	608	-3.5056233	5.3902707
293T	untreated	slide2	B4	M42	492	-0.82288206	4.2504826
293T	untreated	slide2	B4	M33	465	-2.3603506	3.7891104
293T	untreated	slide2	B4	M58	263	-1.818378	4.6035233
293T	untreated	slide2	B4	M27	630	1.4959027	5.7194266
293T	untreated	slide2	B4	M49	492	-0.82280195	2.3643706
293T	untreated	slide2	B4	M41	1003	-0.54191	3.6956446
786O	SARNP kd3	slide2	B2	M21	175	4.2668242	7.325799
293T	untreated	slide2	B4	M26	833	0.8151189	2.5071268
293T	untreated	slide2	B4	M21	850	-1.1302551	4.007045
293T	untreated	slide2	B4	M13	873	-1.6216835	3.5615664
786O	DDX39A kd4	slide2	A2	M32	59	5.1330323	7.1982837
786O	NTC	slide2	A1	M17	26	4.3796134	6.1709056
786O	DDX39A kd4	slide2	A2	M13	41	4.7290473	6.2025523
786O	TMEM259 kd5	slide2	B3	M21	140	3.5671318	6.216723
786O	DDX39A kd1	slide2	B1	M28	167	3.732296	6.2812905
293T	untreated	slide2	B4	M19	597	-1.0976017	4.126963
293T	untreated	slide2	B4	M25	876	-1.136866	2.0802507
293T	untreated	slide2	B4	M11	809	1.222874	4.2192693
786O	SARNP kd3	slide2	B2	M28	179	2.0679424	11.989371
293T	untreated	slide2	B4	M24	799	-0.81871414	6.3151774
786O	SARNP kd3	slide2	B2	M45	57	5.0310426	6.6565804
786O	DDX39A kd1	slide2	B1	M28	167	3.9658468	6.7027106
293T	untreated	slide2	B4	M26	833	-0.81285834	8.057892
293T	untreated	slide2	B4	M46	446	-2.7886667	4.773511
786O	DDX39A kd1	slide2	B1	M20	117	4.059013	7.1989813
293T	untreated	slide2	B4	M24	799	-1.6108698	2.6952915
786O	DDX39A kd1	slide2	B1	M30	101	3.4767427	5.851691
293T	untreated	slide2	B4	M46	446	-2.3771312	4.874519
786O	DDX39A kd1	slide2	B1	M37	114	3.602229	6.4183292
293T	untreated	slide2	B4	M14	862	0.7940045	11.842698
293T	untreated	slide2	B4	M48	510	-1.3937573	3.2234344
293T	untreated	slide2	B4	M27	630	-0.79180306	2.3111565
293T	untreated	slide2	B4	M7	788	-3.1818368	4.9751773
293T	untreated	slide2	B4	M3	982	1.6590717	4.1684937
786O	NTC	slide2	A1	M12	64	4.0144286	4.5091863
786O	DDX39A kd4	slide2	A2	M5	50	5.0513973	5.199827
293T	untreated	slide2	B4	M7	788	-2.1025972	6.3345804
786O	DDX39A kd4	slide2	A2	M31	43	6.869835	4.5955153
293T	untreated	slide2	B4	M35	515	-0.53358626	6.314908
293T	untreated	slide2	B4	M21	850	-2.1966388	4.005792
786O	SARNP kd9	slide2	A3	M17	39	5.159906	6.213166
293T	untreated	slide2	B4	M49	492	-0.0054591815	2.514878
293T	untreated	slide2	B4	M45	349	1.3002043	6.6142716
786O	DDX39A kd4	slide2	A2	M1	61	7.132943	5.0246434
293T	untreated	slide2	B4	M4	882	-1.6895504	6.3904862
293T	untreated	slide2	B4	M9	726	-1.9883826	2.8393693
293T	untreated	slide2	B4	M22	641	-0.80523425	2.4773438
293T	untreated	slide2	B4	M56	939	-0.37756193	2.6239274
293T	untreated	slide2	B4	M3	982	-1.0252389	4.542556
293T	untreated	slide2	B4	M20	873	1.8441086	4.189239
786O	SARNP kd3	slide2	B2	M28	179	3.8313885	4.5283093
293T	untreated	slide2	B4	M15	1038	-0.6502449	7.1428533
786O	SARNP kd3	slide2	B2	M38	158	4.7691245	6.091123
293T	untreated	slide2	B4	M13	873	-3.370233	3.9897316
293T	untreated	slide2	B4	M27	630	-0.66852564	6.7253413
293T	untreated	slide2	B4	M16	1077	-3.2536957	5.07789
293T	untreated	slide2	B4	M11	809	-2.697647	4.140159
293T	untreated	slide2	B4	M28	689	-0.46757838	2.241319
293T	untreated	slide2	B4	M26	833	-2.954283	4.649092
293T	untreated	slide2	B4	M59	169	-2.8146904	3.301993
293T	untreated	slide2	B4	M51	447	-3.5149188	5.4105525
293T	untreated	slide2	B4	M64	580	1.1376612	4.32346
293T	untreated	slide2	B4	M26	833	0.6533052	10.807371
786O	DDX39A kd4	slide2	A2	M7	56	2.7279522	12.242353
293T	untreated	slide2	B4	M39	595	-1.6966666	7.6514916
293T	untreated	slide2	B4	M4	882	-1.0657157	6.4038653
293T	untreated	slide2	B4	M48	510	-2.4274492	3.6613176
293T	untreated	slide2	B4	M8	839	-2.1678233	3.328043
293T	untreated	slide2	B4	M41	1003	-2.2796414	2.6272573
786O	NTC	slide2	A1	M34	51	-1.7613379	4.507761
786O	TMEM259 kd5	slide2	B3	M21	140	-1.6919125	5.1822333
293T	untreated	slide2	B4	M41	1003	-2.2718444	4.386424
293T	untreated	slide2	B4	M42	492	0.38051283	5.7407756
293T	untreated	slide2	B4	M28	689	-1.4562106	5.914787
293T	untreated	slide2	B4	M50	460	-2.0850673	4.4039874
786O	DDX39A kd4	slide2	A2	M29	78	4.917905	6.564976
786O	DDX39A kd4	slide2	A2	M6	91	6.106926	5.887653
293T	untreated	slide2	B4	M10	775	-1.2696762	2.5511432
293T	untreated	slide2	B4	M63	463	-2.3041208	6.350854
293T	untreated	slide2	B4	M16	1077	-2.981245	4.647085
786O	TMEM259 kd6	slide2	A4	M24	89	-2.9939418	3.6490657
293T	untreated	slide2	B4	M3	982	-1.6268175	6.709579
293T	untreated	slide2	B4	M20	873	-0.91567683	7.1680384
293T	untreated	slide2	B4	M10	775	-0.19320872	3.5216494
786O	DDX39A kd1	slide2	B1	M31	30	5.3922677	5.485988
786O	DDX39A kd1	slide2	B1	M28	167	3.6464767	6.5010653
293T	untreated	slide2	B4	M32	621	-0.39716706	3.2081816
293T	untreated	slide2	B4	M19	597	1.2706276	5.5363655
293T	untreated	slide2	B4	M28	689	-2.4684274	5.6704197
786O	SARNP kd9	slide2	A3	M35	40	5.59224	6.5587745
786O	NTC	slide2	A1	M46	155	3.914471	5.9020305
786O	SARNP kd9	slide2	A3	M15	46	4.390748	6.6031394
293T	untreated	slide2	B4	M48	510	1.3236742	5.6060076
293T	untreated	slide2	B4	M56	939	-1.4179128	7.6227164
293T	untreated	slide2	B4	M41	1003	-2.224622	4.53036
293T	untreated	slide2	B4	M44	450	-2.6236298	4.0142207
293T	untreated	slide2	B4	M6	647	0.05086425	2.2396412
293T	untreated	slide2	B4	M5	906	-0.9451099	2.4495003
293T	untreated	slide2	B4	M8	839	-1.4441949	6.9923067
293T	untreated	slide2	B4	M14	862	1.444999	6.528968
293T	untreated	slide2	B4	M48	510	0.21671137	6.319015
293T	untreated	slide2	B4	M41	1003	1.450934	6.195024
293T	untreated	slide2	B4	M49	492	-2.015991	5.731318
293T	untreated	slide2	B4	M9	726	-2.075488	3.350808
293T	untreated	slide2	B4	M11	809	-1.3401747	5.1720138
293T	untreated	slide2	B4	M29	608	-0.3208606	3.4031959
293T	untreated	slide2	B4	M2	933	-2.641812	2.8983123
293T	untreated	slide2	B4	M7	788	-3.4192042	4.703719
293T	untreated	slide2	B4	M30	750	-0.667218	6.6301374
293T	untreated	slide2	B4	M6	647	-2.8294544	3.7444313
786O	DDX39A kd4	slide2	A2	M4	64	6.25824	5.3617067
786O	SARNP kd9	slide2	A3	M58	44	5.3577514	6.2533484
786O	SARNP kd9	slide2	A3	M62	29	5.883062	5.8002462
293T	untreated	slide2	B4	M50	460	-0.79228747	2.996066
293T	untreated	slide2	B4	M1	955	1.624259	5.463451
293T	untreated	slide2	B4	M36	349	-1.2130785	7.742967
293T	untreated	slide2	B4	M38	590	1.0320377	11.566371
293T	untreated	slide2	B4	M3	982	-0.15512997	7.2011356
293T	untreated	slide2	B4	M39	595	-1.1951001	4.9805026
293T	untreated	slide2	B4	M36	349	2.004318	12.21391
786O	DDX39A kd1	slide2	B1	M27	149	3.4590552	5.4585304
786O	SARNP kd3	slide2	B2	M19	149	3.0643055	6.468114
293T	untreated	slide2	B4	M20	873	-2.3460855	4.9734883
293T	untreated	slide2	B4	M31	584	-1.3514395	4.1740313
293T	untreated	slide2	B4	M23	834	-1.0852096	4.3008757
786O	TMEM259 kd6	slide2	A4	M29	146	4.238309	5.713953
293T	untreated	slide2	B4	M15	1038	-2.303696	3.547799
786O	NTC	slide2	A1	M35	67	3.386862	6.249965
293T	untreated	slide2	B4	M24	799	0.50579864	3.4114509
293T	untreated	slide2	B4	M24	799	-1.0996691	7.1753283
293T	untreated	slide2	B4	M2	933	-3.616235	4.138068
293T	untreated	slide2	B4	M40	761	-0.83850455	6.882801
293T	untreated	slide2	B4	M13	873	2.444368	11.805916
293T	untreated	slide2	B4	M23	834	-1.7552032	2.3269427
293T	untreated	slide2	B4	M19	597	-1.1558872	5.127236
786O	SARNP kd9	slide2	A3	M48	24	5.1778927	6.7237177
293T	untreated	slide2	B4	M21	850	-0.28677472	3.4767694
293T	untreated	slide2	B4	M60	233	-1.537797	7.4148817
786O	NTC	slide2	A1	M6	128	4.536224	5.694641
786O	SARNP kd3	slide2	B2	M28	179	6.148483	4.693775
293T	untreated	slide2	B4	M45	349	-1.6048365	7.6142197
786O	TMEM259 kd5	slide2	B3	M45	120	3.013847	5.7450347
293T	untreated	slide2	B4	M1	955	0.21883115	7.5933146
293T	untreated	slide2	B4	M6	647	-1.8736256	3.5315259
293T	untreated	slide2	B4	M62	487	0.8796428	12.020606
293T	untreated	slide2	B4	M53	245	-3.4102733	3.8150666
786O	TMEM259 kd5	slide2	B3	M37	130	4.2055497	6.0246186
786O	TMEM259 kd5	slide2	B3	M27	159	3.7077773	4.795957
293T	untreated	slide2	B4	M9	726	-1.7831517	3.0406997
786O	DDX39A kd4	slide2	A2	M29	78	4.7288847	4.509876
293T	untreated	slide2	B4	M20	873	-3.630482	4.843347
786O	DDX39A kd4	slide2	A2	M28	39	4.3368316	5.669821
293T	untreated	slide2	B4	M39	595	-2.070038	3.843683
293T	untreated	slide2	B4	M16	1077	0.40478912	2.0743096
293T	untreated	slide2	B4	M12	745	1.8526199	12.477427
786O	TMEM259 kd5	slide2	B3	M13	71	4.254645	5.0344343
786O	DDX39A kd4	slide2	A2	M6	91	5.96524	5.6751757
293T	untreated	slide2	B4	M22	641	2.3057353	12.543416
293T	untreated	slide2	B4	M8	839	-0.67289066	3.6707306
293T	untreated	slide2	B4	M25	876	0.5530301	7.4728475
786O	TMEM259 kd5	slide2	B3	M45	120	3.3094823	6.337595
293T	untreated	slide2	B4	M21	850	-2.0538948	6.5702796
293T	untreated	slide2	B4	M27	630	-1.6629592	5.132489
293T	untreated	slide2	B4	M13	873	-2.8565624	6.467963
293T	untreated	slide2	B4	M11	809	-1.7426256	4.775265
786O	TMEM259 kd6	slide2	A4	M49	61	5.2218986	4.141137
293T	untreated	slide2	B4	M55	362	-2.9957044	5.3035994
293T	untreated	slide2	B4	M39	595	-0.3898027	3.8396382
786O	SARNP kd3	slide2	B2	M21	175	3.7993577	4.432769
293T	untreated	slide2	B4	M7	788	-2.9759054	3.2289486
293T	untreated	slide2	B4	M26	833	-2.7812037	4.644023
293T	untreated	slide2	B4	M23	834	0.7194807	7.555085
293T	untreated	slide2	B4	M64	580	1.0979072	11.712184
786O	NTC	slide2	A1	M37	48	4.7588487	6.826478
293T	untreated	slide2	B4	M51	447	-3.54731	4.679937
293T	untreated	slide2	B4	M8	839	-1.7524315	7.2968407
786O	TMEM259 kd6	slide2	A4	M16	57	3.0315816	4.9252834
293T	untreated	slide2	B4	M55	362	-2.0287788	2.7319093
786O	DDX39A kd4	slide2	A2	M22	43	5.2494874	6.657148
293T	untreated	slide2	B4	M43	443	-1.5975624	6.4862576
293T	untreated	slide2	B4	M2	933	-1.3177203	7.9105277
293T	untreated	slide2	B4	M16	1077	-1.28879	7.67771
293T	untreated	slide2	B4	M53	245	0.8627984	11.168485
293T	untreated	slide2	B4	M8	839	-2.5340395	3.9808164
293T	untreated	slide2	B4	M20	873	-0.51444745	3.5111592
293T	untreated	slide2	B4	M58	263	-0.05477043	4.543103
293T	untreated	slide2	B4	M48	510	-1.4487936	3.3810234
293T	untreated	slide2	B4	M49	492	-1.401507	3.9387438
786O	SARNP kd9	slide2	A3	M7	44	5.607359	5.5680285
293T	untreated	slide2	B4	M1	955	0.6474153	2.3941953
293T	untreated	slide2	B4	M47	504	-2.0133324	7.3610888
786O	TMEM259 kd6	slide2	A4	M35	70	2.8549201	6.54614
293T	untreated	slide2	B4	M12	745	-0.56124145	3.674457
293T	untreated	slide2	B4	M42	492	0.67205983	7.6351333
293T	untreated	slide2	B4	M5	906	2.4551172	11.668763
786O	DDX39A kd1	slide2	B1	M20	117	4.070599	4.2851176
786O	SARNP kd9	slide2	A3	M63	46	6.6133504	4.8465443
293T	untreated	slide2	B4	M16	1077	-0.52893674	7.416058
293T	untreated	slide2	B4	M40	761	0.98485136	5.7349763
293T	untreated	slide2	B4	M28	689	-0.6846248	6.669949
293T	untreated	slide2	B4	M64	580	0.12693322	7.6729827
293T	untreated	slide2	B4	M44	450	0.6549367	7.8896317
293T	untreated	slide2	B4	M26	833	-3.0386865	4.0025907
293T	untreated	slide2	B4	M26	833	0.4615561	1.826101
293T	untreated	slide2	B4	M40	761	-1.8953077	2.8597934
293T	untreated	slide2	B4	M53	245	-1.0324808	4.320182
293T	untreated	slide2	B4	M14	862	-1.2722338	5.15345
293T	untreated	slide2	B4	M15	1038	-3.0718691	5.768992
293T	untreated	slide2	B4	M5	906	-1.9889292	3.7850373
293T	untreated	slide2	B4	M7	788	-2.9411376	4.2364936
293T	untreated	slide2	B4	M49	492	-3.6531208	4.6287494
786O	SARNP kd3	slide2	B2	M21	175	2.9233468	5.600898
293T	untreated	slide2	B4	M11	809	1.1692746	4.709245
293T	untreated	slide2	B4	M39	595	-2.0880344	5.736773
293T	untreated	slide2	B4	M3	982	-1.5263721	6.389206
293T	untreated	slide2	B4	M12	745	-0.5681932	3.1856842
786O	SARNP kd9	slide2	A3	M59	47	4.814006	6.8901434
293T	untreated	slide2	B4	M27	630	-0.56751835	1.9101357
293T	untreated	slide2	B4	M4	882	-0.158541	1.8586075
786O	SARNP kd3	slide2	B2	M21	175	2.7667036	6.0473924
786O	TMEM259 kd5	slide2	B3	M21	140	-1.2748375	3.8686714
293T	untreated	slide2	B4	M32	621	-2.8548188	3.2131584
293T	untreated	slide2	B4	M13	873	-1.5965711	2.912053
786O	TMEM259 kd6	slide2	A4	M28	159	-2.6422393	3.2207754
293T	untreated	slide2	B4	M16	1077	-3.2928069	3.7920427
293T	untreated	slide2	B4	M13	873	-2.3153255	3.11663
293T	untreated	slide2	B4	M41	1003	0.68824244	11.147954
293T	untreated	slide2	B4	M22	641	-1.7773399	4.849714
293T	untreated	slide2	B4	M21	850	-3.3547063	3.448207
293T	untreated	slide2	B4	M47	504	-2.9678285	6.369544
293T	untreated	slide2	B4	M4	882	0.4001839	6.36037
293T	untreated	slide2	B4	M10	775	-1.5217971	3.955716
293T	untreated	slide2	B4	M8	839	-2.331679	2.444229
293T	untreated	slide2	B4	M38	590	-0.52258766	4.1301594
293T	untreated	slide2	B4	M62	487	-0.886057	4.2289386
293T	untreated	slide2	B4	M49	492	1.5212642	5.4963293
293T	untreated	slide2	B4	M7	788	-0.090980425	7.158248
293T	untreated	slide2	B4	M41	1003	1.619305	12.434853
293T	untreated	slide2	B4	M64	580	0.48238984	2.26796
293T	untreated	slide2	B4	M56	939	-3.65775	4.1754823
293T	untreated	slide2	B4	M8	839	1.4324349	12.417559
293T	untreated	slide2	B4	M56	939	-3.1836276	4.5780835
293T	untreated	slide2	B4	M12	745	-3.0319557	3.4950514
293T	untreated	slide2	B4	M50	460	-3.2219257	4.013271
786O	DDX39A kd4	slide2	A2	M12	66	6.4056215	5.667316
786O	TMEM259 kd5	slide2	B3	M26	73	1.6689693	6.8455563
293T	untreated	slide2	B4	M16	1077	-3.084059	6.0662627
786O	NTC	slide2	A1	M14	56	4.135806	4.4106736
786O	NTC	slide2	A1	M46	155	3.0373955	5.3854485
293T	untreated	slide2	B4	M50	460	-2.1169596	6.563079
293T	untreated	slide2	B4	M34	548	-2.0263526	4.854366
293T	untreated	slide2	B4	M6	647	1.3282484	3.3330488
786O	DDX39A kd1	slide2	B1	M28	167	4.229231	4.8863287
786O	DDX39A kd1	slide2	B1	M22	201	4.158791	5.7675204
293T	untreated	slide2	B4	M57	130	-0.8055418	11.37482
293T	untreated	slide2	B4	M41	1003	1.7223755	12.113254
786O	SARNP kd3	slide2	B2	M28	179	3.8678832	4.3016315
293T	untreated	slide2	B4	M13	873	-2.3446171	5.1548977
786O	SARNP kd3	slide2	B2	M30	220	4.242377	6.17911
293T	untreated	slide2	B4	M34	548	-3.221037	6.1161933
293T	untreated	slide2	B4	M10	775	-3.282839	3.367117
293T	untreated	slide2	B4	M16	1077	0.24553554	7.684015
786O	SARNP kd9	slide2	A3	M57	25	4.5708833	5.4921856
293T	untreated	slide2	B4	M29	608	-1.8627627	4.7436304
786O	DDX39A kd4	slide2	A2	M10	74	4.855809	5.809453
