Metadata_CellLine	Metadata_Condition	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_Nuclei_Site_Count	UMAP0	UMAP1
293T	untreated	slide2	B4	M24	799	-2.6561818	3.020838
293T	untreated	slide2	B4	M23	834	-0.59540176	8.068309
786O	SARNP kd3	slide2	B2	M36	93	3.3250074	6.436629
293T	untreated	slide2	B4	M49	492	2.458835	11.711025
293T	untreated	slide2	B4	M9	726	-1.9880711	2.6138654
293T	untreated	slide2	B4	M10	775	-1.3175334	5.991251
293T	untreated	slide2	B4	M45	349	0.9545332	3.273544
786O	DDX39A kd1	slide2	B1	M44	69	4.5015182	5.3729243
293T	untreated	slide2	B4	M25	876	-1.126714	8.053439
786O	DDX39A kd4	slide2	A2	M31	43	4.9875464	6.1066747
293T	untreated	slide2	B4	M10	775	-3.1434274	4.918233
293T	untreated	slide2	B4	M16	1077	1.5631688	4.685323
786O	SARNP kd9	slide2	A3	M24	26	5.6233025	5.433762
293T	untreated	slide2	B4	M23	834	-2.2979228	6.30657
293T	untreated	slide2	B4	M49	492	0.1332955	2.1997821
293T	untreated	slide2	B4	M34	548	-0.5492927	5.0710993
786O	TMEM259 kd6	slide2	A4	M31	152	3.0900402	6.033943
786O	TMEM259 kd5	slide2	B3	M27	159	3.0085733	5.0806932
293T	untreated	slide2	B4	M40	761	0.73868906	6.0027995
293T	untreated	slide2	B4	M31	584	-1.8496642	2.8801951
293T	untreated	slide2	B4	M1	955	-0.9344908	6.8711452
293T	untreated	slide2	B4	M40	761	-1.342706	3.4084847
293T	untreated	slide2	B4	M40	761	-1.0761293	6.437914
293T	untreated	slide2	B4	M48	510	0.71754926	7.2092996
293T	untreated	slide2	B4	M4	882	-3.4388258	4.4098806
293T	untreated	slide2	B4	M8	839	-3.3145964	5.072599
293T	untreated	slide2	B4	M53	245	-0.8349573	6.68283
293T	untreated	slide2	B4	M48	510	0.1120184	7.9061184
293T	untreated	slide2	B4	M8	839	-1.9125104	7.216034
786O	TMEM259 kd6	slide2	A4	M20	211	2.9534955	5.9245114
293T	untreated	slide2	B4	M41	1003	0.43437308	6.244911
293T	untreated	slide2	B4	M13	873	-3.3954864	3.5952456
786O	NTC	slide2	A1	M12	64	5.6039395	5.200932
293T	untreated	slide2	B4	M33	465	-0.23851074	2.3635855
786O	TMEM259 kd5	slide2	B3	M38	151	4.2674165	7.10625
786O	TMEM259 kd5	slide2	B3	M35	119	4.3325577	6.642134
786O	TMEM259 kd6	slide2	A4	M61	28	4.9633765	4.5307045
786O	NTC	slide2	A1	M33	66	4.3282795	5.741879
293T	untreated	slide2	B4	M3	982	-3.5317845	5.6791706
293T	untreated	slide2	B4	M12	745	-1.1503742	3.8933594
293T	untreated	slide2	B4	M14	862	-1.7066132	7.608878
786O	DDX39A kd1	slide2	B1	M22	201	3.5293598	6.479826
293T	untreated	slide2	B4	M11	809	2.1484017	12.422447
786O	SARNP kd3	slide2	B2	M38	158	3.862875	7.183926
293T	untreated	slide2	B4	M43	443	0.2737168	2.2387116
293T	untreated	slide2	B4	M37	545	-0.62222606	3.4071286
293T	untreated	slide2	B4	M28	689	1.2239978	4.074707
293T	untreated	slide2	B4	M3	982	-0.31508148	6.7768526
293T	untreated	slide2	B4	M30	750	2.311525	12.533288
293T	untreated	slide2	B4	M54	346	-0.09745755	5.950439
786O	DDX39A kd1	slide2	B1	M27	149	4.9215074	4.2277827
293T	untreated	slide2	B4	M41	1003	-1.7536061	2.8710845
786O	SARNP kd3	slide2	B2	M45	57	5.859934	4.489357
293T	untreated	slide2	B4	M39	595	-1.3803687	5.6937733
293T	untreated	slide2	B4	M23	834	-2.8214717	4.533126
293T	untreated	slide2	B4	M4	882	0.7165576	11.352507
293T	untreated	slide2	B4	M32	621	-0.109539516	2.9158385
786O	SARNP kd3	slide2	B2	M21	175	3.05252	12.205164
786O	NTC	slide2	A1	M14	56	2.9158807	5.774401
293T	untreated	slide2	B4	M26	833	-0.70111537	2.897969
293T	untreated	slide2	B4	M14	862	-1.2235307	2.9977038
786O	TMEM259 kd5	slide2	B3	M15	32	4.4865594	7.196888
293T	untreated	slide2	B4	M32	621	0.8242205	4.3982496
293T	untreated	slide2	B4	M13	873	-0.95893645	2.6399336
786O	SARNP kd3	slide2	B2	M26	109	3.5827217	4.8805904
293T	untreated	slide2	B4	M27	630	-3.2953475	4.3511863
786O	SARNP kd3	slide2	B2	M44	70	4.811329	5.0142136
293T	untreated	slide2	B4	M55	362	0.06909586	3.9461646
293T	untreated	slide2	B4	M64	580	-1.702181	4.6197577
293T	untreated	slide2	B4	M13	873	1.4760324	3.4393907
786O	TMEM259 kd5	slide2	B3	M36	173	4.784505	6.374529
293T	untreated	slide2	B4	M46	446	-1.7589098	3.643899
293T	untreated	slide2	B4	M48	510	-3.423723	5.0388603
293T	untreated	slide2	B4	M11	809	-1.8145152	4.2374372
786O	DDX39A kd1	slide2	B1	M21	160	4.8192744	5.3971577
786O	DDX39A kd4	slide2	A2	M9	69	5.998567	4.952943
293T	untreated	slide2	B4	M39	595	-0.101015046	3.3993206
293T	untreated	slide2	B4	M43	443	1.3881594	5.0975914
293T	untreated	slide2	B4	M30	750	1.4667112	5.640917
293T	untreated	slide2	B4	M13	873	-1.692942	5.758865
293T	untreated	slide2	B4	M9	726	0.7512173	3.8015537
786O	NTC	slide2	A1	M10	95	0.90353525	7.677207
293T	untreated	slide2	B4	M38	590	-2.498919	5.741577
293T	untreated	slide2	B4	M39	595	-2.4947443	4.605774
293T	untreated	slide2	B4	M20	873	-1.4840585	4.1303916
293T	untreated	slide2	B4	M1	955	-2.9745953	3.212956
786O	SARNP kd3	slide2	B2	M29	156	4.460114	7.4530582
293T	untreated	slide2	B4	M27	630	-2.0035367	2.9942827
293T	untreated	slide2	B4	M2	933	1.6361363	4.9895906
293T	untreated	slide2	B4	M32	621	0.68248683	2.439881
293T	untreated	slide2	B4	M16	1077	1.2224548	6.266614
786O	TMEM259 kd5	slide2	B3	M28	153	3.3434865	6.2889605
293T	untreated	slide2	B4	M12	745	-1.5363792	4.416293
293T	untreated	slide2	B4	M16	1077	-2.6346138	4.5394235
293T	untreated	slide2	B4	M41	1003	-1.6495289	5.48218
293T	untreated	slide2	B4	M28	689	2.2678537	12.495231
293T	untreated	slide2	B4	M11	809	-1.0494487	3.6030178
293T	untreated	slide2	B4	M5	906	-3.5317247	6.009096
786O	SARNP kd3	slide2	B2	M20	129	6.017857	5.2903085
293T	untreated	slide2	B4	M3	982	-2.515377	2.779121
293T	untreated	slide2	B4	M15	1038	-3.532245	4.8536763
786O	NTC	slide2	A1	M5	99	5.0312905	5.4292965
293T	untreated	slide2	B4	M26	833	0.6170383	11.201965
786O	SARNP kd9	slide2	A3	M10	38	7.119219	4.966929
786O	TMEM259 kd6	slide2	A4	M34	48	4.2244062	4.7248654
293T	untreated	slide2	B4	M4	882	-1.7678683	2.9515734
293T	untreated	slide2	B4	M15	1038	1.456722	7.24526
293T	untreated	slide2	B4	M15	1038	-0.6748683	2.2876801
786O	NTC	slide2	A1	M13	48	3.793501	4.3653545
293T	untreated	slide2	B4	M54	346	-1.6503589	6.205274
293T	untreated	slide2	B4	M31	584	-2.8357015	3.0596228
786O	DDX39A kd1	slide2	B1	M28	167	5.1037936	6.5460873
293T	untreated	slide2	B4	M41	1003	-2.3094094	5.815144
293T	untreated	slide2	B4	M28	689	-2.0971966	3.3588412
786O	SARNP kd9	slide2	A3	M44	45	5.803715	6.0072184
293T	untreated	slide2	B4	M23	834	-1.4310026	5.0471787
786O	SARNP kd9	slide2	A3	M1	26	5.895589	6.0480614
293T	untreated	slide2	B4	M22	641	0.790046	2.1335485
293T	untreated	slide2	B4	M28	689	-1.078267	5.195663
786O	DDX39A kd4	slide2	A2	M32	59	5.106156	6.440346
293T	untreated	slide2	B4	M38	590	-0.6422006	7.772502
786O	TMEM259 kd5	slide2	B3	M36	173	2.897101	5.6022396
786O	DDX39A kd1	slide2	B1	M20	117	4.283793	5.7430053
293T	untreated	slide2	B4	M48	510	1.0664715	3.15669
293T	untreated	slide2	B4	M24	799	-0.20575254	6.9375978
293T	untreated	slide2	B4	M11	809	-0.79405767	3.990157
786O	DDX39A kd1	slide2	B1	M1	39	3.4985285	6.3472753
293T	untreated	slide2	B4	M32	621	0.46108583	2.5034504
293T	untreated	slide2	B4	M25	876	1.4981302	6.0081024
293T	untreated	slide2	B4	M19	597	-3.5708537	4.3155274
786O	TMEM259 kd5	slide2	B3	M30	85	3.6439252	6.242966
293T	untreated	slide2	B4	M38	590	-2.258153	6.5772123
293T	untreated	slide2	B4	M23	834	-1.681833	5.890261
786O	TMEM259 kd6	slide2	A4	M37	29	4.186689	7.043902
293T	untreated	slide2	B4	M43	443	-1.7357475	4.1383214
293T	untreated	slide2	B4	M63	463	-2.6850004	3.8923686
293T	untreated	slide2	B4	M30	750	1.0037812	6.0850453
786O	SARNP kd3	slide2	B2	M42	53	5.213176	4.783359
786O	SARNP kd9	slide2	A3	M18	48	6.3733635	5.555442
786O	DDX39A kd1	slide2	B1	M35	42	5.782978	6.2994127
293T	untreated	slide2	B4	M28	689	-0.4344072	4.319425
293T	untreated	slide2	B4	M63	463	-2.032865	3.6587548
293T	untreated	slide2	B4	M15	1038	0.5180804	6.3001738
293T	untreated	slide2	B4	M58	263	1.6301134	4.468764
293T	untreated	slide2	B4	M9	726	-0.73798734	7.475736
786O	DDX39A kd4	slide2	A2	M7	56	5.115701	6.8544345
786O	DDX39A kd1	slide2	B1	M30	101	6.3297324	4.81456
293T	untreated	slide2	B4	M23	834	-1.8675535	7.396372
786O	NTC	slide2	A1	M42	49	3.0225673	5.8549542
786O	TMEM259 kd5	slide2	B3	M45	120	4.179307	7.0415106
293T	untreated	slide2	B4	M24	799	-0.8636972	3.7240531
293T	untreated	slide2	B4	M45	349	-0.052231815	3.4744358
293T	untreated	slide2	B4	M46	446	-0.17798322	2.6678889
293T	untreated	slide2	B4	M1	955	-0.79107255	3.0077899
293T	untreated	slide2	B4	M30	750	-0.72968525	3.7165225
293T	untreated	slide2	B4	M28	689	0.018035145	6.5208936
293T	untreated	slide2	B4	M14	862	-1.1144332	2.5794904
293T	untreated	slide2	B4	M22	641	-1.6938889	6.0942545
293T	untreated	slide2	B4	M7	788	-1.5150863	4.6416903
293T	untreated	slide2	B4	M39	595	-1.5036271	4.4582253
786O	NTC	slide2	A1	M48	79	4.081435	5.970482
293T	untreated	slide2	B4	M24	799	1.1460077	4.654109
293T	untreated	slide2	B4	M15	1038	-2.6755285	3.3520262
293T	untreated	slide2	B4	M41	1003	-3.7061841	4.884627
293T	untreated	slide2	B4	M50	460	0.2613509	3.4408417
293T	untreated	slide2	B4	M44	450	0.22261935	2.5989773
293T	untreated	slide2	B4	M13	873	-1.9059384	3.2414575
293T	untreated	slide2	B4	M26	833	-0.5745758	3.2089787
293T	untreated	slide2	B4	M52	302	-1.4267832	6.4663353
786O	TMEM259 kd6	slide2	A4	M30	145	0.7315477	4.662548
786O	SARNP kd3	slide2	B2	M30	220	3.4617674	6.813058
786O	NTC	slide2	A1	M35	67	3.1766093	6.5981517
293T	untreated	slide2	B4	M53	245	0.42358568	6.53074
786O	DDX39A kd4	slide2	A2	M8	32	5.8917837	6.284375
293T	untreated	slide2	B4	M44	450	0.5092906	8.026517
293T	untreated	slide2	B4	M12	745	-1.5639095	7.582011
293T	untreated	slide2	B4	M46	446	-2.3644664	3.1659422
293T	untreated	slide2	B4	M30	750	1.5357369	5.184505
786O	DDX39A kd1	slide2	B1	M20	117	3.7783225	5.4128094
293T	untreated	slide2	B4	M26	833	0.34678128	4.2623343
293T	untreated	slide2	B4	M2	933	-1.0946047	8.113971
293T	untreated	slide2	B4	M20	873	1.6450455	4.4141808
293T	untreated	slide2	B4	M25	876	-1.7662083	6.07977
293T	untreated	slide2	B4	M7	788	0.71018606	6.61284
786O	SARNP kd3	slide2	B2	M27	167	5.1147714	5.3647747
293T	untreated	slide2	B4	M60	233	0.44961253	7.2269096
786O	TMEM259 kd5	slide2	B3	M28	153	2.4829922	12.144234
293T	untreated	slide2	B4	M15	1038	-2.218718	3.946013
293T	untreated	slide2	B4	M20	873	-1.8347845	5.242684
293T	untreated	slide2	B4	M7	788	-3.492397	4.9974113
293T	untreated	slide2	B4	M4	882	0.51746094	3.7448773
293T	untreated	slide2	B4	M25	876	-2.5615156	7.037441
786O	SARNP kd3	slide2	B2	M38	158	4.6438046	6.0468135
293T	untreated	slide2	B4	M13	873	-2.532319	5.0614614
293T	untreated	slide2	B4	M9	726	-0.6116713	2.4917328
293T	untreated	slide2	B4	M20	873	-1.5192499	6.607419
293T	untreated	slide2	B4	M9	726	-0.19958055	1.6649404
293T	untreated	slide2	B4	M53	245	-1.4393377	4.709608
293T	untreated	slide2	B4	M48	510	1.6988859	4.6872725
293T	untreated	slide2	B4	M20	873	-0.8773865	7.513388
293T	untreated	slide2	B4	M63	463	0.2983998	7.8958244
293T	untreated	slide2	B4	M46	446	-0.005959141	2.2469528
786O	TMEM259 kd6	slide2	A4	M62	23	0.5889629	7.797887
293T	untreated	slide2	B4	M37	545	-0.55939233	3.4695265
293T	untreated	slide2	B4	M31	584	-2.2064111	6.276351
293T	untreated	slide2	B4	M46	446	-2.7665915	3.5632613
786O	TMEM259 kd5	slide2	B3	M30	85	4.9174085	5.99636
293T	untreated	slide2	B4	M38	590	1.5334522	5.96221
293T	untreated	slide2	B4	M26	833	-0.8732396	6.1206303
293T	untreated	slide2	B4	M19	597	-0.40523612	4.620449
293T	untreated	slide2	B4	M40	761	-1.1659672	6.245272
293T	untreated	slide2	B4	M38	590	-1.7012408	5.681117
293T	untreated	slide2	B4	M59	169	-2.7318652	3.0142915
293T	untreated	slide2	B4	M13	873	-1.7455542	3.8261802
786O	NTC	slide2	A1	M45	134	3.8877077	5.644178
786O	TMEM259 kd5	slide2	B3	M38	151	-0.17663367	5.474937
293T	untreated	slide2	B4	M8	839	-2.0694609	6.6903725
786O	SARNP kd3	slide2	B2	M38	158	3.8360026	6.2027826
786O	SARNP kd3	slide2	B2	M36	93	4.3285775	5.8020186
293T	untreated	slide2	B4	M36	349	-2.3132563	4.1321187
786O	DDX39A kd1	slide2	B1	M27	149	4.7155485	6.957249
293T	untreated	slide2	B4	M10	775	-2.0269845	4.7841406
293T	untreated	slide2	B4	M10	775	0.5188669	2.2024698
786O	DDX39A kd1	slide2	B1	M13	36	2.891291	12.135538
293T	untreated	slide2	B4	M52	302	-0.2610573	5.966359
293T	untreated	slide2	B4	M5	906	-3.1815708	6.279977
293T	untreated	slide2	B4	M1	955	1.8727242	4.6595507
293T	untreated	slide2	B4	M26	833	-2.1936805	4.887825
293T	untreated	slide2	B4	M59	169	-2.735393	4.1559772
293T	untreated	slide2	B4	M5	906	-1.7195216	2.7257583
786O	SARNP kd9	slide2	A3	M28	45	6.3169765	5.0631905
293T	untreated	slide2	B4	M62	487	-1.4356344	4.3092074
293T	untreated	slide2	B4	M16	1077	-2.373974	6.02898
293T	untreated	slide2	B4	M4	882	-1.7700702	7.6095405
293T	untreated	slide2	B4	M38	590	1.4288812	4.3758993
293T	untreated	slide2	B4	M6	647	-3.6353998	5.492366
293T	untreated	slide2	B4	M49	492	-1.0048193	2.139267
293T	untreated	slide2	B4	M29	608	-0.027000602	3.287721
293T	untreated	slide2	B4	M6	647	-2.2135208	6.734999
293T	untreated	slide2	B4	M35	515	0.37803507	3.513024
293T	untreated	slide2	B4	M6	647	1.3318355	4.2429457
786O	SARNP kd9	slide2	A3	M14	42	5.481471	6.36194
293T	untreated	slide2	B4	M46	446	0.63155663	1.9243912
293T	untreated	slide2	B4	M28	689	0.13078006	7.190917
293T	untreated	slide2	B4	M49	492	-1.0291297	6.707677
293T	untreated	slide2	B4	M49	492	0.8417487	2.612774
293T	untreated	slide2	B4	M2	933	-1.4167737	3.554044
786O	TMEM259 kd6	slide2	A4	M33	15	5.3508334	4.5982056
786O	SARNP kd9	slide2	A3	M20	28	6.6574345	5.2683806
293T	untreated	slide2	B4	M13	873	-0.92313373	3.252488
293T	untreated	slide2	B4	M11	809	0.81796813	6.7764325
786O	TMEM259 kd5	slide2	B3	M29	133	2.6748748	5.829074
786O	TMEM259 kd5	slide2	B3	M20	199	3.751865	4.38727
293T	untreated	slide2	B4	M61	256	-2.6316996	5.0049067
293T	untreated	slide2	B4	M21	850	-3.5251546	5.3774157
293T	untreated	slide2	B4	M41	1003	0.35070685	6.397091
293T	untreated	slide2	B4	M12	745	-2.7858033	5.6082277
786O	NTC	slide2	A1	M31	24	2.8249135	5.782931
293T	untreated	slide2	B4	M15	1038	-3.2577147	4.0268135
293T	untreated	slide2	B4	M20	873	-1.0450648	2.9392989
293T	untreated	slide2	B4	M55	362	-0.59292376	3.8723621
293T	untreated	slide2	B4	M40	761	-3.0092263	3.0671659
293T	untreated	slide2	B4	M10	775	1.657096	5.631944
293T	untreated	slide2	B4	M44	450	3.8080313	6.4817696
293T	untreated	slide2	B4	M46	446	-1.5369811	3.7118437
293T	untreated	slide2	B4	M28	689	-2.5361423	4.1912313
786O	SARNP kd9	slide2	A3	M29	74	5.8066983	6.30233
293T	untreated	slide2	B4	M25	876	0.95566916	12.3282175
293T	untreated	slide2	B4	M64	580	1.524831	12.337617
293T	untreated	slide2	B4	M11	809	-2.7543902	3.3298204
293T	untreated	slide2	B4	M27	630	-1.88766	7.3635654
293T	untreated	slide2	B4	M59	169	-0.9549906	3.2585857
293T	untreated	slide2	B4	M41	1003	-2.6968012	2.6982727
293T	untreated	slide2	B4	M59	169	0.71615505	11.182371
293T	untreated	slide2	B4	M64	580	-3.0827982	5.341801
293T	untreated	slide2	B4	M39	595	1.286579	4.486665
293T	untreated	slide2	B4	M62	487	-2.193924	4.871107
293T	untreated	slide2	B4	M16	1077	1.224892	12.038711
293T	untreated	slide2	B4	M32	621	-0.80578476	7.891851
786O	TMEM259 kd5	slide2	B3	M31	93	6.478049	4.706497
293T	untreated	slide2	B4	M13	873	-2.4155576	5.8326435
293T	untreated	slide2	B4	M41	1003	0.6804908	3.8577754
293T	untreated	slide2	B4	M42	492	0.09284061	7.99885
786O	SARNP kd3	slide2	B2	M45	57	4.7886624	5.2859244
293T	untreated	slide2	B4	M56	939	-1.7314566	4.434278
293T	untreated	slide2	B4	M16	1077	-0.7102634	7.253227
786O	TMEM259 kd5	slide2	B3	M20	199	9.868883	-1.2302685
293T	untreated	slide2	B4	M13	873	1.9618919	12.497731
293T	untreated	slide2	B4	M41	1003	-3.2148926	4.4129233
786O	TMEM259 kd6	slide2	A4	M35	70	5.486287	4.27059
293T	untreated	slide2	B4	M20	873	-1.850643	6.0692787
293T	untreated	slide2	B4	M24	799	-2.7657998	6.0480347
